ID,Urne,QR-Code,Categorie,1 - ilot refuge pour pietons et velos pont Alexandre III,2 - Reamenager et equiper les espaces verts du 7e arrondissement,3 - Embellir les cours des ecoles du 7e arrondissement !,4  - Reamenagement des espaces dedies a la jeunesse,5 - Restauration des chapelles Sainte-Valere et Sainte-Clotilde,6 - Restauration du temple de Pentemont,7 - Restaurer la sacristie de l eglise Saint-Thomas d Aquin et son local,8 - Restaurer le Champ de Mars et son mobilier historique,9 - Sauvegarde des statues de l arrondissement,10 - Vegetalisation et equipement de la place Fontenoy,Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
4941,U07-005,2022AR07B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
4945,U07-005,2022AR07A,Valide,4,1,1,1,4,4,4,2,1,1,10,5,1,0,4,0
4948,U07-005,2022AR07B,Valide,2,novote,1,novote,1,2,1,2,1,2,8,4,4,0,0,2
4951,U07-005,2022AR07B,Valide,1,1,1,1,2,3,2,3,2,3,10,4,3,3,0,0
4957,U07-005,2022AR07B,Valide,novote,novote,novote,novote,4,4,4,1,3,1,6,2,0,1,3,4
4958,U07-005,2022AR07B,Valide,novote,novote,novote,novote,2,1,2,novote,2,2,5,1,4,0,0,5
4961,U07-005,2022AR07B,Valide,novote,novote,novote,1,2,2,2,2,2,2,7,1,6,0,0,3
4964,U07-003,2022AR07A,Valide,4,1,novote,novote,novote,novote,1,2,2,novote,5,2,2,0,1,5
4973,U07-005,2022AR07B,Valide,2,1,1,1,2,2,2,2,1,1,10,5,5,0,0,0
4977,U07-005,2022AR07A,Valide,1,1,1,2,1,1,1,1,1,1,10,9,1,0,0,0
4979,U07-005,2022AR07B,Valide,novote,2,novote,1,novote,novote,novote,2,novote,2,4,1,3,0,0,6
4981,U07-005,2022AR07B,Valide,novote,novote,novote,novote,novote,3,3,novote,2,1,4,1,1,2,0,6
4982,U07-003,2022AR07A,Valide,novote,3,2,novote,1,novote,novote,1,novote,novote,4,2,1,1,0,6
4985,U07-005,2022AR07B,Valide,1,2,3,2,3,3,3,2,3,2,10,1,4,5,0,0
4987,U07-005,2022AR07B,Valide,1,1,1,1,2,1,2,1,2,2,10,6,4,0,0,0
4988,U07-003,2022AR07B,Valide,novote,1,novote,2,2,novote,novote,1,novote,novote,4,2,2,0,0,6
4989,U07-005,2022AR07B,Valide,4,4,1,1,4,3,2,1,1,1,10,5,1,1,3,0
4991,U07-005,2022AR07B,Valide,1,2,1,1,novote,novote,novote,1,novote,novote,5,4,1,0,0,5
4996,U07-005,2022AR07B,Valide,4,2,1,2,novote,novote,novote,1,1,2,7,3,3,0,1,3
4998,U07-005,2022AR07B,Valide,4,1,2,2,4,3,4,1,3,4,10,2,2,2,4,0
5006,U07-005,2022AR07A,Valide,1,1,2,2,1,1,1,2,1,novote,9,6,3,0,0,1
5012,U07-005,2022AR07A,Valide,novote,1,1,1,novote,novote,novote,novote,novote,1,4,4,0,0,0,6
5014,U07-005,2022AR07A,Valide,3,3,3,1,3,3,3,3,3,3,10,1,0,9,0,0
5016,U07-005,2022AR07B,Valide,novote,novote,1,1,novote,novote,novote,1,1,novote,4,4,0,0,0,6
5022,U07-005,2022AR07B,Valide,4,1,novote,1,novote,novote,novote,novote,novote,1,4,3,0,0,1,6
5026,U07-005,2022AR07B,Valide,1,1,1,4,novote,novote,1,novote,1,novote,6,5,0,0,1,4
5028,U07-005,2022AR07B,Valide,novote,1,novote,1,novote,novote,1,novote,1,novote,4,4,0,0,0,6
5030,U07-005,2022AR07B,Valide,novote,novote,novote,1,2,3,2,2,2,1,7,2,4,1,0,3
5034,U07-005,2022AR07A,Valide,novote,2,novote,1,novote,novote,novote,2,novote,2,4,1,3,0,0,6
5038,U07-005,2022AR07B,Valide,novote,novote,1,1,novote,2,2,1,novote,novote,5,3,2,0,0,5
5040,U07-005,2022AR07B,Valide,1,novote,1,1,1,novote,novote,1,novote,novote,5,5,0,0,0,5
5041,U07-005,2022AR07B,Valide,1,1,1,1,1,1,1,1,1,2,10,9,1,0,0,0
5044,U07-005,2022AR07A,Valide,2,1,2,1,2,1,3,2,2,1,10,4,5,1,0,0
5046,U07-005,2022AR07B,Valide,novote,novote,novote,2,2,1,1,1,1,1,7,5,2,0,0,3
5048,U07-005,2022AR07A,Valide,4,3,3,1,2,4,4,1,2,4,10,2,2,2,4,0
5050,U07-005,2022AR07B,Valide,novote,1,1,novote,1,novote,1,novote,novote,novote,4,4,0,0,0,6
5054,U07-005,2022AR07B,Valide,novote,1,1,1,novote,novote,novote,1,novote,novote,4,4,0,0,0,6
5056,U07-005,2022AR07A,Valide,4,3,1,1,4,4,4,3,3,4,10,2,0,3,5,0
5057,U07-005,2022AR07A,Valide,1,2,2,1,1,1,1,3,3,3,10,5,2,3,0,0
5060,U07-005,2022AR07A,Valide,novote,2,novote,1,novote,novote,novote,2,2,novote,4,1,3,0,0,6
5066,U07-005,2022AR07A,Valide,1,1,3,1,4,4,4,2,1,2,10,4,2,1,3,0
5070,U07-005,2022AR07A,Valide,2,2,2,1,2,3,2,3,2,3,10,1,6,3,0,0
5078,U07-005,2022AR07B,Valide,novote,novote,novote,novote,1,3,1,novote,novote,1,4,3,0,1,0,6
5079,U07-005,2022AR07A,Valide,1,1,2,1,2,2,2,1,2,3,10,4,5,1,0,0
5081,U07-005,2022AR07A,Valide,novote,novote,2,1,novote,2,novote,novote,novote,2,4,1,3,0,0,6
5083,U07-005,2022AR07B,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
5091,U07-005,2022AR07B,Valide,novote,2,novote,novote,novote,novote,novote,1,1,3,4,2,1,1,0,6
5093,U07-005,2022AR07A,Valide,2,2,1,1,3,4,4,2,4,2,10,2,4,1,3,0
5094,U07-005,2022AR07B,Valide,1,1,2,1,2,2,2,1,2,1,10,5,5,0,0,0
5097,U07-005,2022AR07B,Valide,1,1,1,1,3,3,3,2,2,1,10,5,2,3,0,0
5101,U07-005,2022AR07B,Valide,1,1,novote,1,novote,novote,novote,1,novote,novote,4,4,0,0,0,6
5102,U07-005,2022AR07B,Nul,novote,novote,1,1,novote,novote,novote,novote,novote,novote,2,2,0,0,0,8
5106,U07-005,2022AR07B,Valide,novote,1,novote,2,novote,novote,novote,novote,2,1,4,2,2,0,0,6
5107,U07-005,2022AR07B,Valide,novote,novote,novote,1,3,3,3,1,1,1,7,4,0,3,0,3
5110,U07-005,2022AR07A,Valide,novote,1,1,1,novote,novote,novote,novote,novote,1,4,4,0,0,0,6
5112,U07-005,2022AR07B,Valide,4,2,novote,novote,novote,novote,novote,1,2,2,5,1,3,0,1,5
5114,U07-005,2022AR07B,Valide,novote,1,novote,1,3,novote,3,1,novote,1,6,4,0,2,0,4
5118,U07-005,2022AR07A,Valide,3,1,1,1,3,3,3,1,3,1,10,5,0,5,0,0
5123,U07-005,2022AR07B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
5125,U07-005,2022AR07A,Valide,2,1,1,1,2,2,2,1,1,1,10,6,4,0,0,0
5127,U07-005,2022AR07A,Valide,novote,novote,novote,1,2,2,2,novote,novote,novote,4,1,3,0,0,6
5129,U07-005,2022AR07B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
5133,U07-005,2022AR07A,Valide,3,2,1,1,1,2,2,1,1,1,10,6,3,1,0,0
5135,U07-005,2022AR07A,Nul,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,1,1,0,0,0,9
5139,U07-005,2022AR07B,Valide,novote,2,1,2,novote,novote,novote,1,novote,novote,4,2,2,0,0,6
5140,U07-005,2022AR07A,Valide,novote,novote,novote,1,novote,novote,novote,2,2,1,4,2,2,0,0,6
5145,U07-005,2022AR07B,Valide,2,3,2,1,1,2,3,2,3,2,10,2,5,3,0,0
5149,U07-005,2022AR07A,Valide,2,1,2,2,2,2,2,1,3,2,10,2,7,1,0,0
5151,U07-005,2022AR07B,Nul,novote,1,novote,novote,novote,novote,novote,1,novote,novote,2,2,0,0,0,8
5153,U07-005,2022AR07B,Valide,4,novote,2,novote,4,4,4,2,2,2,8,0,4,0,4,2
5161,U07-005,2022AR07A,Valide,3,2,1,1,3,3,3,2,2,3,10,2,3,5,0,0
5164,U07-005,2022AR07B,Valide,1,1,3,3,3,3,4,1,4,3,10,3,0,5,2,0
5167,U07-005,2022AR07B,Valide,novote,2,2,1,novote,novote,novote,2,novote,novote,4,1,3,0,0,6
5168,U07-003,2022AR07B,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
5170,U07-005,2022AR07B,Valide,3,1,1,1,novote,novote,novote,1,2,2,7,4,2,1,0,3
5180,U07-005,2022AR07B,Valide,2,1,1,1,3,3,2,2,2,3,10,3,4,3,0,0
5185,U07-005,2022AR07A,Valide,4,2,2,2,3,3,3,1,novote,2,9,1,4,3,1,1
5187,U07-005,2022AR07B,Valide,novote,1,1,1,novote,novote,novote,1,novote,novote,4,4,0,0,0,6
5191,U07-005,2022AR07B,Valide,1,1,1,1,2,1,2,2,2,1,10,6,4,0,0,0
5194,U07-003,2022AR07B,Valide,2,3,2,2,2,2,2,1,1,3,10,2,6,2,0,0
5195,U07-005,2022AR07B,Valide,novote,novote,1,novote,novote,novote,2,1,1,novote,4,3,1,0,0,6
5202,U07-005,2022AR07B,Valide,1,novote,1,1,3,2,4,2,3,2,9,3,3,2,1,1
5204,U07-005,2022AR07A,Valide,3,2,novote,2,3,3,3,3,3,2,9,0,3,6,0,1
5205,U07-003,2022AR07A,Valide,novote,2,novote,novote,novote,novote,novote,2,2,1,4,1,3,0,0,6
5206,U07-005,2022AR07B,Valide,4,2,3,3,2,4,4,3,2,1,10,1,3,3,3,0
5207,U07-003,2022AR07A,Valide,novote,2,3,novote,novote,novote,novote,1,novote,4,4,1,1,1,1,6
5210,U07-005,2022AR07B,Valide,2,2,1,1,2,3,3,2,2,3,10,2,5,3,0,0
5214,U07-005,2022AR07B,Valide,3,1,1,1,novote,novote,novote,novote,novote,4,5,3,0,1,1,5
5218,U07-005,2022AR07B,Valide,novote,1,novote,1,novote,novote,novote,1,novote,1,4,4,0,0,0,6
5220,U07-005,2022AR07B,Valide,1,2,1,1,2,2,2,2,1,3,10,4,5,1,0,0
5233,U07-005,2022AR07B,Nul,novote,novote,1,1,novote,novote,novote,1,novote,novote,3,3,0,0,0,7
5235,U07-005,2022AR07B,Valide,1,3,2,1,2,3,2,3,1,3,10,3,3,4,0,0
5242,U07-005,2022AR07A,Valide,novote,2,2,1,novote,novote,novote,novote,novote,2,4,1,3,0,0,6
5258,U07-005,2022AR07B,Valide,novote,novote,novote,novote,2,2,2,1,2,2,6,1,5,0,0,4
5261,U07-005,2022AR07A,Valide,3,3,1,1,1,3,1,3,novote,3,9,4,0,5,0,1
5265,U07-005,2022AR07A,Valide,4,4,2,novote,3,novote,novote,4,novote,4,6,0,1,1,4,4
5269,U07-005,2022AR07A,Valide,2,1,4,2,3,3,4,1,2,1,10,3,3,2,2,0
5270,U07-005,2022AR07B,Valide,novote,novote,novote,novote,2,1,1,4,novote,novote,4,2,1,0,1,6
5276,U07-003,2022AR07B,Nul,novote,novote,1,novote,novote,novote,novote,1,novote,novote,2,2,0,0,0,8
5283,U07-005,2022AR07B,Valide,4,1,1,1,2,3,2,1,1,3,10,5,2,2,1,0
5287,U07-005,2022AR07B,Valide,1,1,1,1,2,3,3,2,1,2,10,5,3,2,0,0
5289,U07-005,2022AR07B,Valide,novote,novote,novote,novote,2,2,2,2,1,2,6,1,5,0,0,4
5291,U07-005,2022AR07A,Valide,1,1,1,1,4,4,4,4,4,4,10,4,0,0,6,0
5297,U07-005,2022AR07B,Valide,2,2,2,2,novote,novote,novote,1,novote,novote,5,1,4,0,0,5
5299,U07-005,2022AR07B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
5302,U07-005,2022AR07B,Valide,1,1,1,1,1,1,1,1,2,1,10,9,1,0,0,0
5310,U07-005,2022AR07B,Valide,novote,1,novote,1,1,novote,novote,1,novote,novote,4,4,0,0,0,6
5312,U07-005,2022AR07B,Valide,4,1,4,4,2,3,3,1,1,3,10,3,1,3,3,0
5314,U07-005,2022AR07B,Valide,novote,novote,novote,novote,3,3,3,3,2,2,6,0,2,4,0,4
5324,U07-005,2022AR07B,Nul,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,9
5328,U07-005,2022AR07B,Valide,novote,2,novote,novote,2,novote,novote,1,novote,2,4,1,3,0,0,6
5333,U07-005,2022AR07B,Valide,2,1,3,1,3,3,2,2,2,2,10,2,5,3,0,0
5341,U07-005,2022AR07A,Valide,1,1,1,1,1,2,2,1,2,1,10,7,3,0,0,0
5345,U07-005,2022AR07B,Valide,1,1,novote,novote,novote,novote,novote,1,1,novote,4,4,0,0,0,6
5347,U07-005,2022AR07B,Valide,1,1,novote,novote,novote,novote,novote,1,1,1,5,5,0,0,0,5
5350,U07-005,2022AR07B,Valide,novote,1,novote,1,novote,novote,novote,1,1,novote,4,4,0,0,0,6
5352,U07-003,2022AR07A,Valide,novote,novote,novote,novote,3,novote,1,1,1,novote,4,3,0,1,0,6
5362,U07-005,2022AR07B,Valide,novote,1,1,1,novote,novote,novote,novote,novote,1,4,4,0,0,0,6
5369,U07-003,2022AR07B,Nul,4,4,4,4,1,4,1 4,1,1,4,9,3,0,0,6,0
5370,U07-005,2022AR07B,Valide,novote,1,novote,1,novote,novote,novote,1,novote,1,4,4,0,0,0,6
5374,U07-005,2022AR07A,Valide,novote,2,2,1,novote,novote,novote,2,novote,novote,4,1,3,0,0,6
5376,U07-005,2022AR07B,Valide,novote,1,novote,novote,1,novote,novote,1,1,novote,4,4,0,0,0,6
5378,U07-005,2022AR07B,Valide,novote,novote,novote,novote,3,3,3,3,novote,novote,4,0,0,4,0,6
5380,U07-003,2022AR07A,Valide,3,2,3,3,2,2,1,1,1,2,10,3,4,3,0,0
5385,U07-005,2022AR07B,Nul,4,novote,novote,novote,novote,novote,novote,1,novote,2,3,1,1,0,1,7
5389,U07-005,2022AR07A,Valide,2,1,1,1,2,2,3,1,3,1,10,5,3,2,0,0
5393,U07-005,2022AR07A,Valide,4,1,1,1,1,4,1,1,1,1,10,8,0,0,2,0
5399,U07-005,2022AR07B,Valide,novote,novote,novote,novote,2,2,2,1,1,1,6,3,3,0,0,4
5405,U07-005,2022AR07B,Valide,1,2,3,2,1,2,novote,1,1,1,9,5,3,1,0,1
5407,U07-005,2022AR07B,Valide,novote,novote,novote,novote,3,1,2,1,novote,2,5,2,2,1,0,5
5409,U07-005,2022AR07B,Valide,1,3,4,3,1,3,1,1,1,3,10,5,0,4,1,0
5419,U07-005,2022AR07B,Valide,1,1,novote,2,novote,novote,novote,1,novote,novote,4,3,1,0,0,6
5421,U07-005,2022AR07B,Valide,2,2,2,novote,novote,novote,novote,1,novote,novote,4,1,3,0,0,6
5422,U07-005,2022AR07B,Valide,2,1,1,1,2,3,3,2,2,2,10,3,5,2,0,0
5426,U07-005,2022AR07B,Nul,novote,1,novote,novote,novote,novote,novote,1,novote,novote,2,2,0,0,0,8
5427,U07-005,2022AR07B,Valide,novote,2,2,1,novote,novote,novote,2,novote,novote,4,1,3,0,0,6
5429,U07-005,2022AR07A,Nul,2,1 2,1 2,1 2,1 2,1 2,1 2,1 2,1 2,1 2,1,0,1,0,0,0
5442,U07-005,2022AR07B,Valide,novote,novote,novote,novote,3,4,4,1,4,1,6,2,0,1,3,4
5446,U07-005,2022AR07B,Valide,2,novote,novote,1,4,4,4,novote,novote,novote,5,1,1,0,3,5
5452,U07-005,2022AR07B,Nul,novote,novote,novote,2,novote,novote,novote,novote,novote,novote,1,0,1,0,0,9
5456,U07-005,2022AR07B,Valide,novote,novote,novote,novote,3,4,2,1,2,1,6,2,2,1,1,4
5458,U07-005,2022AR07B,Valide,novote,novote,novote,novote,2,4,1,1,novote,2,5,2,2,0,1,5
5460,U07-005,2022AR07A,Valide,novote,novote,2,1,2,novote,novote,2,novote,novote,4,1,3,0,0,6
5466,U07-005,2022AR07B,Valide,1,1,2,1,2,3,1,1,1,4,10,6,2,1,1,0
5471,U07-005,2022AR07B,Valide,3,2,3,3,1,1,1,2,2,2,10,3,4,3,0,0
5473,U07-003,2022AR07A,Valide,novote,2,novote,1,2,novote,novote,1,2,1,6,3,3,0,0,4
5484,U07-005,2022AR07B,Valide,4,2,4,4,4,4,4,2,2,4,10,0,3,0,7,0
5486,U07-005,2022AR07B,Valide,1,1,novote,1,1,1,1,1,1,novote,8,8,0,0,0,2
5489,U07-005,2022AR07B,Valide,novote,novote,novote,novote,novote,1,1,4,novote,4,4,2,0,0,2,6
5491,U07-005,2022AR07A,Valide,novote,2,2,2,3,3,4,1,3,3,9,1,3,4,1,1
5494,U07-005,2022AR07B,Nul,4,1,1,1,2,2,3 4,4,1,1,9,5,2,0,2,0
5504,U07-005,2022AR07B,Valide,1,1,1,1,1,1,1,1,2,1,10,9,1,0,0,0
5506,U07-005,2022AR07A,Valide,novote,1,2,1,novote,novote,novote,novote,novote,2,4,2,2,0,0,6
5512,U07-005,2022AR07B,Valide,1,1,1,1,3,3,3,2,2,1,10,5,2,3,0,0
5527,U07-005,2022AR07B,Valide,2,2,2,1,3,novote,2,1,2,2,9,2,6,1,0,1
5531,U07-005,2022AR07A,Valide,novote,novote,1,1,novote,novote,novote,1,1,novote,4,4,0,0,0,6
5536,U07-005,2022AR07B,Nul,2,1,novote,novote,novote,novote,novote,novote,novote,2,3,1,2,0,0,7
5539,U07-005,2022AR07B,Valide,novote,1,novote,novote,novote,novote,novote,1,2,2,4,2,2,0,0,6
5543,U07-005,2022AR07A,Valide,1,2,1,3,1,3,1,1,4,3,10,5,1,3,1,0
5545,U07-005,2022AR07B,Valide,novote,novote,novote,novote,novote,2,novote,1,2,1,4,2,2,0,0,6
5547,U07-005,2022AR07B,Valide,1,1,1,1,1,2,1,2,1,1,10,8,2,0,0,0
5551,U07-005,2022AR07B,Valide,novote,novote,novote,novote,3,3,2,2,1,1,6,2,2,2,0,4
5552,U07-003,2022AR07B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
5553,U07-005,2022AR07B,Nul,novote,novote,novote,novote,novote,novote,novote,1 2,novote,novote,0,0,0,0,0,9
5555,U07-005,2022AR07A,Valide,1,1,1,1,novote,novote,novote,novote,novote,novote,4,4,0,0,0,6
5580,U07-005,2022AR07B,Valide,3,2,4,3,3,3,3,1,1,2,10,2,2,5,1,0
5582,U07-005,2022AR07B,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
5583,U07-005,2022AR07B,Valide,3,1,2,1,3,3,2,2,3,1,10,3,3,4,0,0
5591,U07-005,2022AR07B,Valide,novote,1,novote,novote,1,novote,novote,1,1,novote,4,4,0,0,0,6
5593,U07-005,2022AR07B,Valide,3,2,1,1,novote,novote,4,1,3,novote,7,3,1,2,1,3
5597,U07-005,2022AR07A,Valide,3,2,1,2,3,3,3,1,2,3,10,2,3,5,0,0
5601,U07-005,2022AR07A,Valide,1,1,1,2,3,2,1,1,2,3,10,5,3,2,0,0
5603,U07-005,2022AR07B,Valide,1,1,1,1,1,1,3,1,1,2,10,8,1,1,0,0
5606,U07-005,2022AR07A,Valide,novote,2,novote,1,2,novote,2,2,novote,novote,5,1,4,0,0,5
5614,U07-005,2022AR07B,Valide,novote,novote,novote,4,2,2,2,1,1,novote,6,2,3,0,1,4
5622,U07-005,2022AR07A,Valide,3,2,1,1,3,3,4,1,1,1,10,5,1,3,1,0
5627,U07-005,2022AR07B,Valide,2,1,novote,1,novote,novote,novote,2,novote,novote,4,2,2,0,0,6
5629,U07-005,2022AR07B,Valide,novote,1,novote,novote,2,3,2,1,novote,1,6,3,2,1,0,4
5632,U07-005,2022AR07A,Nul,novote,1,novote,1,novote,2,novote,novote,novote,novote,3,2,1,0,0,7
5634,U07-005,2022AR07B,Nul,2,2,novote,novote,novote,novote,novote,novote,novote,2,3,0,3,0,0,7
5636,U07-005,2022AR07A,Valide,2,2,1,1,1,2,2,2,2,1,10,4,6,0,0,0
5644,U07-005,2022AR07B,Valide,1,2,2,1,2,2,2,2,2,1,10,3,7,0,0,0
5651,U07-005,2022AR07B,Valide,novote,novote,1,1,novote,novote,novote,2,novote,2,4,2,2,0,0,6
5653,U07-005,2022AR07B,Valide,novote,novote,novote,1,1,novote,1,novote,novote,1,4,4,0,0,0,6
5657,U07-005,2022AR07B,Valide,1,1,1,1,2,3,3,1,1,2,10,6,2,2,0,0
5659,U07-005,2022AR07B,Valide,novote,novote,novote,novote,2,1,2,1,1,2,6,3,3,0,0,4
5661,U07-005,2022AR07A,Valide,2,4,4,4,3,3,3,1,novote,4,9,1,1,3,4,1
5669,U07-005,2022AR07B,Valide,2,2,novote,1,novote,novote,novote,2,novote,novote,4,1,3,0,0,6
5671,U07-005,2022AR07A,Valide,novote,1,1,1,novote,novote,novote,1,1,novote,5,5,0,0,0,5
5678,U07-005,2022AR07A,Valide,novote,novote,1,1,novote,novote,novote,novote,3,2,4,2,1,1,0,6
5679,U07-003,2022AR07A,Valide,novote,novote,1,novote,1,novote,novote,1,1,novote,4,4,0,0,0,6
5680,U07-005,2022AR07A,Valide,3,2,novote,1,novote,novote,novote,3,novote,novote,4,1,1,2,0,6
5683,U07-005,2022AR07B,Valide,novote,novote,novote,novote,2,1,2,1,2,1,6,3,3,0,0,4
5685,U07-005,2022AR07A,Valide,2,1,1,1,4,4,4,4,3,2,10,3,2,1,4,0
5686,U07-003,2022AR07A,Valide,2,1,2,2,3,3,3,2,1,3,10,2,4,4,0,0
5687,U07-005,2022AR07B,Valide,3,1,3,2,3,3,3,3,2,1,10,2,2,6,0,0
5689,U07-005,2022AR07A,Valide,2,2,2,1,novote,novote,novote,novote,novote,novote,4,1,3,0,0,6
5693,U07-005,2022AR07A,Valide,2,4,4,3,2,4,2,2,2,2,10,0,6,1,3,0
5697,U07-005,2022AR07B,Valide,2,1,3,2,4,4,4,1,2,1,10,3,3,1,3,0
5699,U07-005,2022AR07B,Valide,2,1,2,1,2,2,2,1,1,2,10,4,6,0,0,0
5701,U07-005,2022AR07B,Valide,novote,1,1,1,4,4,4,novote,novote,1,7,4,0,0,3,3
5703,U07-005,2022AR07B,Valide,3,1,1,2,3,4,3,1,2,1,10,4,2,3,1,0
5705,U07-005,2022AR07B,Valide,3,1,4,2,4,4,2,1,4,4,10,2,2,1,5,0
5706,U07-005,2022AR07A,Valide,1,2,1,2,2,2,1,1,2,3,10,4,5,1,0,0
5708,U07-005,2022AR07B,Valide,novote,1,novote,novote,1,novote,1,novote,1,novote,4,4,0,0,0,6
5709,U07-005,2022AR07B,Nul,novote,1,novote,novote,novote,novote,novote,1,novote,novote,2,2,0,0,0,8
5710,U07-005,2022AR07A,Nul,novote,3,novote,1,3,novote,novote,novote,novote,novote,3,1,0,2,0,7
5711,U07-005,2022AR07B,Valide,4,1,1,1,novote,novote,novote,novote,novote,novote,4,3,0,0,1,6
5715,U07-005,2022AR07B,Nul,novote,novote,novote,novote,1,novote,1,1,novote,novote,3,3,0,0,0,7
5717,U07-005,2022AR07B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,1,0,0,0,9
5719,U07-005,2022AR07A,Valide,2,1,1,1,4,4,4,3,3,3,10,3,1,3,3,0
5720,U07-005,2022AR07B,Valide,1,1,1,1,1,2,2,3,2,2,10,5,4,1,0,0
5721,U07-005,2022AR07B,Valide,novote,novote,3,3,novote,novote,novote,1,1,novote,4,2,0,2,0,6
5722,U07-005,2022AR07B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
5725,U07-005,2022AR07B,Valide,3,1,1,1,1,1,1,1,1,1,10,9,0,1,0,0
5726,U07-005,2022AR07A,Valide,2,1,1,2,3,1,1,1,2,1,10,6,3,1,0,0
5728,U07-005,2022AR07B,Valide,novote,1,1,1,novote,novote,novote,novote,1,novote,4,4,0,0,0,6
5729,U07-005,2022AR07B,Valide,novote,1,1,1,novote,novote,novote,1,novote,novote,4,4,0,0,0,6
5731,U07-005,2022AR07A,Valide,3,3,novote,1,novote,novote,novote,3,novote,novote,4,1,0,3,0,6
5734,U07-005,2022AR07B,Valide,novote,1,1,1,novote,novote,novote,1,novote,novote,4,4,0,0,0,6
5737,U07-005,2022AR07B,Valide,3,3,novote,2,3,3,3,3,3,3,9,0,1,8,0,1
5739,U07-005,2022AR07B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
5742,U07-005,2022AR07B,Valide,novote,1,novote,novote,novote,novote,1,1,1,novote,4,4,0,0,0,6
5743,U07-005,2022AR07B,Valide,novote,1,novote,4,novote,novote,novote,1,1,1,5,4,0,0,1,5
5744,U07-005,2022AR07A,Valide,1,1,1,2,4,4,4,1,2,2,10,4,3,0,3,0
5745,U07-005,2022AR07B,Valide,1,1,novote,1,novote,novote,novote,1,novote,1,5,5,0,0,0,5
5747,U07-005,2022AR07B,Valide,novote,novote,novote,novote,3,4,2,4,1,1,6,2,1,1,2,4
5748,U07-005,2022AR07B,Valide,novote,novote,novote,novote,2,1,2,1,1,1,6,4,2,0,0,4
5750,U07-005,2022AR07A,Valide,2,2,1,1,1,3,2,1,1,1,10,6,3,1,0,0
5752,U07-005,2022AR07B,Valide,2,2,3,2,4,3,4,2,2,3,10,0,5,3,2,0
5754,U07-005,2022AR07A,Valide,novote,novote,2,1,novote,2,novote,novote,novote,2,4,1,3,0,0,6
5755,U07-005,2022AR07A,Valide,3,3,2,1,3,3,3,3,3,3,10,1,1,8,0,0
5756,U07-005,2022AR07A,Valide,3,1,1,1,4,4,4,1,3,4,10,4,0,2,4,0
5758,U07-005,2022AR07B,Nul,novote,novote,novote,novote,1,novote,1,1,novote,novote,3,3,0,0,0,7
5759,U07-005,2022AR07A,Valide,novote,novote,novote,1,2,2,2,novote,novote,novote,4,1,3,0,0,6
5760,U07-005,2022AR07B,Valide,3,1,2,2,novote,novote,1,1,1,novote,7,4,2,1,0,3
5762,U07-005,2022AR07B,Valide,2,2,2,1,novote,novote,novote,novote,novote,novote,4,1,3,0,0,6
5765,U07-005,2022AR07A,Valide,2,2,3,2,3,3,3,2,2,2,10,0,6,4,0,0
5766,U07-005,2022AR07B,Nul,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,1,0,0,0,9
5768,U07-005,2022AR07B,Valide,3,1,3,3,1,2,2,1,1,3,10,4,2,4,0,0
5769,U07-005,2022AR07B,Valide,2,2,1,2,3,3,3,2,2,2,10,1,6,3,0,0
5772,U07-005,2022AR07B,Valide,1,1,3,1,2,3,4,1,3,2,10,4,2,3,1,0
5773,U07-005,2022AR07A,Valide,3,3,3,2,2,2,2,3,3,3,10,0,4,6,0,0
5774,U07-005,2022AR07B,Valide,novote,novote,novote,novote,4,2,4,novote,2,2,5,0,3,0,2,5
5775,U07-005,2022AR07B,Valide,3,1,novote,novote,2,3,1,1,1,1,8,5,1,2,0,2
5776,U07-005,2022AR07B,Valide,2,novote,novote,2,3,3,3,1,2,2,8,1,4,3,0,2
5783,U07-005,2022AR07B,Valide,novote,1,novote,novote,2,2,novote,1,novote,novote,4,2,2,0,0,6
5784,U07-005,2022AR07B,Valide,novote,1,1,1,2,novote,novote,novote,novote,novote,4,3,1,0,0,6
5789,U07-005,2022AR07A,Valide,novote,2,1,1,novote,novote,novote,2,novote,novote,4,2,2,0,0,6
5793,U07-005,2022AR07B,Valide,novote,novote,novote,1,2,4,3,1,novote,2,6,2,2,1,1,4
