ID,Urne,QR-Code,Categorie,1 - Ameliorer les equipements sportifs du 11e pour en developper l usage,2 - Innover au service de toutes et tous dans le 11e,3 - Rendre le 11e encore plus vert,4 - Amenager et equiper les ecoles du 11e,5 - Creer une cour Oasis pour les ecoles Belleville et Presentation,6 - Equiper les colleges du 11e pour developper les apprentissages,"7 - Embellir l eglise Saint-Ambroise, patrimoine du 11e",8 - Embellir le 11e grace a des œuvres sur les murs,9 - Favoriser la vie culturelle du quartier Belleville Saint-Maur,10 - Apaiser la circulation et partager l espace public du 11e,Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
237131,U11-007,2022AR11B,Valide,1,novote,1,novote,novote,1,novote,1,novote,novote,4,4,0,0,0,6
237132,U11-006,2022AR11B,Valide,1,novote,1,novote,novote,1,novote,novote,1,novote,4,4,0,0,0,6
237138,U11-006,2022AR11A,Valide,novote,1,1,2,2,1,1,novote,novote,novote,6,4,2,0,0,4
237141,U11-007,2022AR11A,Valide,2,1,1,1,1,1,2,2,2,2,10,5,5,0,0,0
237142,U11-006,2022AR11B,Valide,2,1,2,1,1,1,3,2,2,3,10,4,4,2,0,0
237145,U11-002,2022AR11B,Nul,1,novote,novote,1,novote,novote,novote,novote,novote,novote,2,2,0,0,0,8
237153,U11-007,2022AR11B,Valide,2,novote,novote,1,novote,1,2,novote,1,novote,5,3,2,0,0,5
237160,U11-006,2022AR11B,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
237165,U11-003,2022AR11B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
237166,U11-008,2022AR11A,Valide,novote,novote,2,2,novote,novote,novote,1,novote,2,4,1,3,0,0,6
237167,U11-007,2022AR11A,Valide,novote,novote,1,novote,novote,novote,1,novote,1,1,4,4,0,0,0,6
237168,U11-006,2022AR11B,Valide,2,1,1,2,2,1,2,3,2,1,10,4,5,1,0,0
237173,U11-007,2022AR11A,Valide,2,novote,1,2,1,1,2,1,1,2,9,5,4,0,0,1
237175,U11-007,2022AR11A,Valide,1,1,3,3,3,2,1,3,1,2,10,4,2,4,0,0
237176,U11-003,2022AR11B,Valide,1,1,1,novote,novote,novote,4,2,1,1,7,5,1,0,1,3
237178,U11-007,2022AR11A,Valide,1,novote,novote,1,novote,novote,1,novote,1,novote,4,4,0,0,0,6
237183,U11-003,2022AR11A,Valide,novote,novote,1,novote,1,novote,novote,novote,1,1,4,4,0,0,0,6
237184,U11-008,2022AR11A,Valide,novote,2,novote,1,novote,2,4,4,novote,1,6,2,2,0,2,4
237198,U11-008,2022AR11A,Valide,2,3,2,1,2,2,4,3,2,2,10,1,6,2,1,0
237199,U11-008,2022AR11A,Valide,1,novote,novote,1,1,1,novote,novote,novote,1,5,5,0,0,0,5
237202,U11-008,2022AR11A,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
237211,U11-006,2022AR11B,Valide,novote,novote,1,novote,novote,novote,2,novote,2,2,4,1,3,0,0,6
237212,U11-007,2022AR11B,Valide,1,1,1,1,2,1,3,1,1,2,10,7,2,1,0,0
237213,U11-006,2022AR11B,Valide,1,1,1,1,2,1,3,1,2,1,10,7,2,1,0,0
237218,U11-007,2022AR11B,Valide,2,2,1,1,1,1,3,2,1,1,10,6,3,1,0,0
237224,U11-007,2022AR11B,Valide,2,novote,1,1,2,novote,3,2,novote,2,7,2,4,1,0,3
237234,U11-006,2022AR11B,Valide,novote,2,2,novote,2,2,novote,novote,novote,novote,4,0,4,0,0,6
237237,U11-008,2022AR11A,Valide,novote,novote,4,1,1,1,1,4,1,4,8,5,0,0,3,2
237246,U11-003,2022AR11A,Valide,1,novote,1,novote,novote,1,novote,novote,1,novote,4,4,0,0,0,6
237250,U11-006,2022AR11B,Valide,novote,novote,1,1,novote,novote,novote,novote,1,1,4,4,0,0,0,6
237255,U11-007,2022AR11A,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
237257,U11-002,2022AR11B,Valide,3,3,1,2,2,2,3,1,2,1,10,3,4,3,0,0
237261,U11-007,2022AR11A,Valide,2,1,1,2,2,1,3,2,2,3,10,3,5,2,0,0
237262,U11-003,2022AR11B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
237263,U11-007,2022AR11A,Valide,1,2,2,1,2,2,2,3,2,4,10,2,6,1,1,0
237272,U11-008,2022AR11A,Valide,2,2,1,2,2,2,2,2,2,1,10,2,8,0,0,0
237278,U11-007,2022AR11B,Valide,2,1,1,1,3,1,novote,3,2,1,9,5,2,2,0,1
237287,U11-006,2022AR11B,Nul,novote,novote,novote,1,novote,novote,1,1,novote,novote,3,3,0,0,0,7
237291,U11-007,2022AR11B,Valide,1,2,1,2,2,2,3,2,3,2,10,2,6,2,0,0
237299,U11-007,2022AR11A,Valide,1,1,novote,1,1,1,1,1,1,4,9,8,0,0,1,1
237302,U11-003,2022AR11B,Valide,2,1,1,2,3,2,4,3,1,2,10,3,4,2,1,0
237306,U11-007,2022AR11A,Valide,4,4,4,4,4,2,2,2,novote,1,9,1,3,0,5,1
237308,U11-007,2022AR11A,Valide,novote,novote,1,1,1,1,novote,novote,novote,1,5,5,0,0,0,5
237314,U11-003,2022AR11B,Valide,2,3,2,4,4,4,4,4,1,3,10,1,2,2,5,0
237319,U11-007,2022AR11B,Valide,2,2,1,1,2,1,3,2,3,2,10,3,5,2,0,0
237329,U11-003,2022AR11B,Valide,2,2,2,2,2,2,2,3,2,1,10,1,8,1,0,0
237333,U11-003,2022AR11B,Valide,1,1,1,2,2,2,3,1,1,2,10,5,4,1,0,0
237334,U11-007,2022AR11B,Nul,1,1 2,2,1,3,1,1,2,4,1,9,5,2,1,1,0
237344,U11-003,2022AR11B,Valide,2,1,1,1,novote,1,3,1,1,2,9,6,2,1,0,1
237349,U11-008,2022AR11A,Valide,2,2,3,1,4,1,4,4,2,2,10,2,4,1,3,0
237355,U11-007,2022AR11A,Valide,1,novote,1,novote,novote,novote,novote,novote,1,1,4,4,0,0,0,6
237356,U11-003,2022AR11B,Valide,1,1,1,novote,novote,novote,novote,novote,1,1,5,5,0,0,0,5
237365,U11-006,2022AR11B,Valide,2,3,2,2,4,2,4,4,2,3,10,0,5,2,3,0
237366,U11-002,2022AR11B,Valide,3,1,1,1,1,1,4,1,1,novote,9,7,0,1,1,1
237368,U11-008,2022AR11A,Valide,2,2,3,1,1,1,1,3,3,2,10,4,3,3,0,0
237373,U11-003,2022AR11B,Valide,1,novote,1,1,novote,novote,novote,novote,novote,1,4,4,0,0,0,6
237376,U11-007,2022AR11B,Valide,1,1,2,1,1,1,1,1,1,1,10,9,1,0,0,0
237378,U11-008,2022AR11A,Valide,1,2,2,1,1,1,3,3,3,2,10,4,3,3,0,0
237394,U11-003,2022AR11B,Valide,novote,1,1,novote,1,novote,novote,novote,novote,1,4,4,0,0,0,6
237400,U11-003,2022AR11B,Valide,1,1,1,1,2,2,2,3,2,2,10,4,5,1,0,0
237404,U11-006,2022AR11A,Valide,2,2,2,2,2,2,2,2,2,2,10,0,10,0,0,0
237407,U11-008,2022AR11B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
237417,U11-003,2022AR11B,Valide,1,1,2,1,1,1,2,1,1,2,10,7,3,0,0,0
237425,U11-007,2022AR11B,Valide,1,1,1,1,1,2,1,4,1,1,10,8,1,0,1,0
237429,U11-007,2022AR11A,Valide,1,2,1,3,3,3,1,1,1,3,10,5,1,4,0,0
237434,U11-003,2022AR11B,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
237442,U11-003,2022AR11B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
237444,U11-006,2022AR11B,Valide,1,2,novote,1,novote,1,novote,novote,novote,novote,4,3,1,0,0,6
237445,U11-007,2022AR11A,Valide,1,1,2,1,1,2,3,1,2,4,10,5,3,1,1,0
237471,U11-007,2022AR11B,Valide,1,2,1,1,1,1,3,1,1,2,10,7,2,1,0,0
237479,U11-007,2022AR11B,Valide,1,1,novote,1,1,1,1,novote,novote,novote,6,6,0,0,0,4
237484,U11-007,2022AR11B,Valide,2,2,1,2,1,1,2,1,2,3,10,4,5,1,0,0
237494,U11-006,2022AR11B,Valide,2,2,1,novote,novote,1,novote,novote,novote,3,5,2,2,1,0,5
237498,U11-003,2022AR11B,Valide,1,1,1,1,1,1,2,1,1,1,10,9,1,0,0,0
237501,U11-008,2022AR11A,Valide,1,3,1,3,3,2,2,1,3,1,10,4,2,4,0,0
237506,U11-006,2022AR11B,Nul,novote,novote,1,1,1,1,1,1,2,1 3,7,6,1,0,0,2
237507,U11-006,2022AR11B,Valide,1,novote,1,1,novote,1,novote,novote,novote,novote,4,4,0,0,0,6
237510,U11-008,2022AR11A,Nul,novote,novote,1,novote,novote,novote,novote,novote,1,1,3,3,0,0,0,7
237514,U11-007,2022AR11A,Valide,2,2,1,1,3,3,2,3,1,1,10,4,3,3,0,0
237515,U11-002,2022AR11B,Valide,2,4,2,2,2,2,3,3,3,2,10,0,6,3,1,0
237517,U11-003,2022AR11B,Valide,1,1,novote,1,novote,novote,novote,novote,1,novote,4,4,0,0,0,6
237522,U11-002,2022AR11B,Valide,3,2,1,1,2,1,2,1,2,novote,9,4,4,1,0,1
237540,U11-003,2022AR11A,Valide,2,3,1,2,4,2,4,3,3,2,10,1,4,3,2,0
237543,U11-002,2022AR11B,Nul,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,1,1,0,0,0,9
237547,U11-007,2022AR11A,Valide,novote,novote,1,novote,2,novote,4,1,2,1,6,3,2,0,1,4
237549,U11-007,2022AR11B,Valide,1,1,3,1,3,1,3,3,1,3,10,5,0,5,0,0
237552,U11-008,2022AR11A,Valide,1,1,1,1,1,2,2,2,1,1,10,7,3,0,0,0
237559,U11-002,2022AR11B,Valide,novote,novote,1,novote,novote,2,novote,novote,2,2,4,1,3,0,0,6
237561,U11-002,2022AR11B,Valide,2,2,3,2,4,2,3,1,2,1,10,2,5,2,1,0
237563,U11-008,2022AR11A,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
237568,U11-007,2022AR11A,Valide,3,2,1,1,3,1,3,2,2,4,10,3,3,3,1,0
237572,U11-007,2022AR11A,Valide,3,2,1,2,1,1,3,1,3,1,10,5,2,3,0,0
237575,U11-006,2022AR11A,Valide,2,1,2,1,1,novote,novote,novote,novote,3,6,3,2,1,0,4
237579,U11-003,2022AR11B,Valide,1,3,1,1,2,1,2,3,2,2,10,4,4,2,0,0
237580,U11-007,2022AR11B,Valide,3,2,1,2,3,novote,3,1,1,2,9,3,3,3,0,1
237585,U11-006,2022AR11B,Valide,1,2,1,2,3,1,3,3,3,2,10,3,3,4,0,0
237587,U11-006,2022AR11B,Valide,1,2,1,3,novote,1,3,2,3,1,9,4,2,3,0,1
237590,U11-007,2022AR11A,Valide,2,2,2,1,2,1,1,1,1,1,10,6,4,0,0,0
237592,U11-007,2022AR11B,Valide,2,1,1,1,1,1,1,novote,1,1,9,8,1,0,0,1
237597,U11-003,2022AR11B,Valide,2,1,1,1,1,1,4,4,1,1,10,7,1,0,2,0
237598,U11-007,2022AR11B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
237604,U11-006,2022AR11A,Nul,1,novote,novote,1,novote,1,novote,novote,novote,novote,3,3,0,0,0,7
237608,U11-008,2022AR11A,Valide,1,2,1,1,1,1,1,1,1,2,10,8,2,0,0,0
237614,U11-007,2022AR11B,Valide,novote,novote,1,novote,2,novote,1,novote,2,2,5,2,3,0,0,5
237625,U11-008,2022AR11B,Valide,3,3,2,2,2,2,3,2,2,3,10,0,6,4,0,0
237626,U11-006,2022AR11A,Valide,novote,1,novote,1,novote,novote,1,1,novote,4,5,4,0,0,1,5
237629,U11-007,2022AR11A,Valide,1,2,novote,3,1,1,3,4,3,2,9,3,2,3,1,1
237633,U11-006,2022AR11B,Valide,2,3,2,2,3,2,3,2,2,1,10,1,6,3,0,0
237635,U11-008,2022AR11A,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
237637,U11-006,2022AR11A,Valide,1,1,1,2,2,1,3,1,1,2,10,6,3,1,0,0
237651,U11-008,2022AR11B,Valide,3,1,1,3,1,2,3,3,2,3,10,3,2,5,0,0
237660,U11-006,2022AR11B,Valide,2,1,1,1,3,1,4,4,4,2,10,4,2,1,3,0
237663,U11-008,2022AR11A,Valide,1,2,1,1,1,1,2,3,novote,1,9,6,2,1,0,1
237668,U11-007,2022AR11A,Valide,1,1,1,3,1,2,3,2,2,1,10,5,3,2,0,0
237670,U11-008,2022AR11A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
237682,U11-007,2022AR11A,Valide,novote,novote,novote,novote,1,1,1,novote,novote,4,4,3,0,0,1,6
237684,U11-003,2022AR11B,Valide,1,2,1,3,3,3,3,3,1,3,10,3,1,6,0,0
237686,U11-006,2022AR11A,Valide,novote,2,2,novote,novote,novote,2,novote,novote,2,4,0,4,0,0,6
237688,U11-007,2022AR11A,Valide,2,2,1,2,1,1,2,1,1,2,10,5,5,0,0,0
237699,U11-007,2022AR11A,Valide,2,1,3,3,4,3,1,2,2,2,10,2,4,3,1,0
237700,U11-006,2022AR11A,Valide,1,1,2,2,2,2,3,1,2,4,10,3,5,1,1,0
237702,U11-006,2022AR11A,Valide,1,2,1,1,novote,3,2,1,novote,2,8,4,3,1,0,2
237720,U11-007,2022AR11B,Valide,2,1,1,1,2,1,2,3,2,1,10,5,4,1,0,0
237721,U11-003,2022AR11B,Valide,novote,1,1,1,novote,novote,novote,novote,1,novote,4,4,0,0,0,6
237735,U11-006,2022AR11B,Valide,2,1,1,1,2,1,3,2,2,2,10,4,5,1,0,0
237737,U11-003,2022AR11B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
237738,U11-007,2022AR11A,Valide,2,2,1,2,2,1,2,1,2,1,10,4,6,0,0,0
237748,U11-007,2022AR11B,Valide,1,1,1,1,2,1,1,1,3,2,10,7,2,1,0,0
237752,U11-007,2022AR11A,Valide,3,3,1,2,3,2,4,4,3,2,10,1,3,4,2,0
237753,U11-006,2022AR11A,Nul,novote,1,novote,novote,novote,novote,1,novote,novote,2,3,2,1,0,0,7
237759,U11-008,2022AR11A,Valide,2,1,1,1,3,1,4,3,1,1,10,6,1,2,1,0
237762,U11-003,2022AR11B,Valide,3,3,3,1,1,1,1,4,1,3,10,5,0,4,1,0
237781,U11-007,2022AR11A,Valide,3,1,2,1,4,2,3,3,3,2,10,2,3,4,1,0
237783,U11-003,2022AR11A,Valide,1,1,2,1,3,1,3,2,1,2,10,5,3,2,0,0
237786,U11-003,2022AR11B,Valide,2,3,2,3,2,3,2,3,3,2,10,0,5,5,0,0
237793,U11-007,2022AR11A,Nul,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,9
237794,U11-007,2022AR11B,Valide,2,3,3,2,4,2,2,2,3,3,10,0,5,4,1,0
237797,U11-003,2022AR11B,Valide,novote,novote,1,novote,1,novote,novote,novote,1,1,4,4,0,0,0,6
237798,U11-008,2022AR11B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
237799,U11-003,2022AR11A,Valide,4,1,1,1,1,1,4,4,2,1,10,6,1,0,3,0
237800,U11-008,2022AR11A,Valide,novote,novote,1,1,1,1,novote,novote,novote,novote,4,4,0,0,0,6
237801,U11-006,2022AR11B,Valide,novote,novote,2,1,novote,2,novote,novote,novote,1,4,2,2,0,0,6
237804,U11-007,2022AR11B,Valide,novote,novote,1,novote,novote,novote,novote,1,1,1,4,4,0,0,0,6
237805,U11-006,2022AR11A,Valide,1,1,2,1,2,2,2,1,2,2,10,4,6,0,0,0
237806,U11-007,2022AR11A,Valide,1,1,1,1,2,2,1,2,1,2,10,6,4,0,0,0
237810,U11-007,2022AR11A,Valide,1,1,3,2,4,2,4,3,2,3,10,2,3,3,2,0
237820,U11-007,2022AR11A,Valide,2,2,4,novote,4,4,novote,4,4,1,8,1,2,0,5,2
237834,U11-007,2022AR11A,Valide,1,1,1,1,3,3,3,1,3,3,10,5,0,5,0,0
237842,U11-007,2022AR11B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
237845,U11-006,2022AR11A,Valide,1,3,1,3,4,4,4,4,2,2,10,2,2,2,4,0
237852,U11-002,2022AR11B,Valide,3,3,1,2,1,2,3,2,2,4,10,2,4,3,1,0
237862,U11-003,2022AR11B,Valide,2,1,1,2,2,1,3,1,1,2,10,5,4,1,0,0
237863,U11-003,2022AR11A,Valide,2,2,2,2,1,2,2,4,1,3,10,2,6,1,1,0
237865,U11-007,2022AR11A,Valide,3,3,2,3,3,1,3,2,3,1,10,2,2,6,0,0
237868,U11-003,2022AR11B,Nul,novote,novote,1,novote,novote,novote,novote,novote,novote,1,2,2,0,0,0,8
237874,U11-006,2022AR11A,Nul,2,1,1,3,3,3,3 4,1,3,2,9,3,2,4,0,0
237890,U11-008,2022AR11A,Valide,4,1,1,1,3,2,1,1,1,1,10,7,1,1,1,0
237892,U11-002,2022AR11B,Valide,1,1,1,1,1,1,2,1,1,1,10,9,1,0,0,0
237895,U11-007,2022AR11A,Valide,3,3,2,2,2,2,1,3,1,1,10,3,4,3,0,0
237899,U11-006,2022AR11A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
237902,U11-007,2022AR11A,Valide,novote,novote,1,novote,novote,1,1,novote,1,novote,4,4,0,0,0,6
237906,U11-007,2022AR11B,Valide,2,1,4,2,2,2,3,4,2,2,10,1,6,1,2,0
237908,U11-003,2022AR11B,Nul,novote,novote,1,novote,1,novote,1,novote,novote,novote,3,3,0,0,0,7
237910,U11-003,2022AR11A,Valide,novote,novote,1,novote,1,1,1,novote,novote,1,5,5,0,0,0,5
237915,U11-008,2022AR11A,Valide,3,3,2,3,2,2,3,2,2,2,10,0,6,4,0,0
237918,U11-007,2022AR11A,Valide,2,2,2,novote,3,2,2,2,2,2,9,0,8,1,0,1
237928,U11-006,2022AR11B,Valide,1,3,2,1,1,1,4,4,3,1,10,5,1,2,2,0
237935,U11-007,2022AR11A,Valide,1,2,2,1,1,1,4,2,novote,1,9,5,3,0,1,1
237937,U11-008,2022AR11A,Valide,novote,novote,1,novote,novote,novote,1,novote,1,1,4,4,0,0,0,6
237948,U11-003,2022AR11B,Valide,3,3,2,3,3,novote,3,2,1,1,9,2,2,5,0,1
237954,U11-003,2022AR11B,Valide,2,1,1,2,2,3,4,2,2,1,10,3,5,1,1,0
237956,U11-006,2022AR11B,Valide,2,1,1,1,1,1,3,2,novote,1,9,6,2,1,0,1
237961,U11-008,2022AR11A,Valide,3,1,1,1,3,2,3,3,1,1,10,5,1,4,0,0
237967,U11-002,2022AR11B,Valide,3,2,1,2,2,3,3,2,2,3,10,1,5,4,0,0
237970,U11-003,2022AR11B,Valide,1,2,1,1,2,1,2,2,1,novote,9,5,4,0,0,1
237975,U11-003,2022AR11B,Valide,1,1,1,1,2,1,1,1,1,1,10,9,1,0,0,0
237976,U11-007,2022AR11A,Valide,1,1,1,2,3,3,3,3,3,1,10,4,1,5,0,0
237979,U11-003,2022AR11B,Valide,1,1,1,2,novote,2,2,1,2,2,9,4,5,0,0,1
237981,U11-003,2022AR11B,Valide,1,2,1,3,3,3,3,3,2,1,10,3,2,5,0,0
237984,U11-007,2022AR11A,Valide,1,2,1,novote,novote,novote,novote,novote,1,2,5,3,2,0,0,5
237988,U11-007,2022AR11A,Valide,2,2,1,2,2,2,2,2,2,1,10,2,8,0,0,0
237989,U11-007,2022AR11A,Valide,3,2,1,1,1,2,2,2,2,1,10,4,5,1,0,0
237990,U11-003,2022AR11B,Valide,3,3,3,2,2,2,3,3,1,2,10,1,4,5,0,0
237995,U11-007,2022AR11B,Valide,3,3,1,1,4,1,4,3,3,1,10,4,0,4,2,0
238000,U11-007,2022AR11B,Valide,novote,novote,2,novote,novote,2,1,3,novote,2,5,1,3,1,0,5
238003,U11-006,2022AR11B,Valide,3,1,2,2,2,1,3,4,1,1,10,4,3,2,1,0
238011,U11-006,2022AR11B,Valide,novote,novote,novote,1,novote,1,novote,1,novote,1,4,4,0,0,0,6
238012,U11-007,2022AR11A,Valide,1,novote,novote,novote,1,novote,novote,1,novote,1,4,4,0,0,0,6
238015,U11-003,2022AR11B,Valide,1,3,2,2,1,2,2,novote,2,2,9,2,6,1,0,1
238017,U11-006,2022AR11B,Valide,novote,1,1,1,novote,1,novote,novote,novote,1,5,5,0,0,0,5
238021,U11-007,2022AR11B,Valide,2,novote,1,2,2,2,novote,1,2,novote,7,2,5,0,0,3
238033,U11-007,2022AR11A,Nul,1,novote,1,novote,novote,novote,novote,novote,novote,novote,2,2,0,0,0,8
238036,U11-006,2022AR11B,Valide,1,1,1,novote,novote,novote,novote,novote,novote,1,4,4,0,0,0,6
238039,U11-003,2022AR11B,Valide,3,novote,1,3,3,3,novote,2,1,2,8,2,2,4,0,2
238040,U11-007,2022AR11B,Valide,2,novote,1,2,novote,novote,3,1,2,novote,6,2,3,1,0,4
238043,U11-008,2022AR11A,Valide,2,3,1,2,3,2,3,3,2,1,10,2,4,4,0,0
238049,U11-008,2022AR11A,Valide,2,3,3,1,3,4,1,2,4,4,10,2,2,3,3,0
238052,U11-008,2022AR11A,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
238054,U11-007,2022AR11B,Valide,3,2,1,1,4,2,4,3,2,3,10,2,3,3,2,0
238061,U11-007,2022AR11B,Valide,4,novote,4,1,novote,novote,1,novote,4,3,6,2,0,1,3,4
238063,U11-007,2022AR11B,Valide,1,novote,1,1,novote,novote,4,novote,1,novote,5,4,0,0,1,5
238065,U11-007,2022AR11A,Valide,2,3,1,1,novote,1,2,1,novote,1,8,5,2,1,0,2
238066,U11-006,2022AR11B,Valide,2,1,2,1,3,1,4,4,2,3,10,3,3,2,2,0
238081,U11-006,2022AR11B,Valide,4,novote,1,novote,novote,novote,novote,4,novote,1,4,2,0,0,2,6
238082,U11-007,2022AR11A,Valide,novote,novote,1,novote,novote,novote,1,novote,2,2,4,2,2,0,0,6
238096,U11-007,2022AR11B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
238102,U11-007,2022AR11A,Valide,2,novote,1,1,novote,1,novote,novote,novote,1,5,4,1,0,0,5
238107,U11-008,2022AR11A,Valide,1,2,2,novote,1,1,3,2,2,3,9,3,4,2,0,1
238123,U11-008,2022AR11A,Valide,novote,2,1,1,1,novote,2,novote,2,1,7,4,3,0,0,3
238125,U11-006,2022AR11B,Valide,1,novote,1,novote,novote,novote,1,1,novote,novote,4,4,0,0,0,6
238126,U11-006,2022AR11B,Valide,1,novote,novote,1,2,1,2,2,novote,4,7,3,3,0,1,3
238129,U11-003,2022AR11B,Nul,1,novote,novote,1,novote,1,novote,novote,novote,novote,3,3,0,0,0,7
238130,U11-007,2022AR11B,Valide,novote,novote,1,1,novote,1,novote,novote,novote,1,4,4,0,0,0,6
238140,U11-002,2022AR11B,Valide,2,1,1,2,2,2,2,3,1,1,10,4,5,1,0,0
238144,U11-002,2022AR11B,Valide,2,3,1,3,3,2,3,3,2,2,10,1,4,5,0,0
238154,U11-002,2022AR11B,Valide,novote,novote,novote,novote,1,1,1,novote,novote,1,4,4,0,0,0,6
238156,U11-007,2022AR11A,Valide,2,2,2,1,2,1,1,1,2,1,10,5,5,0,0,0
238157,U11-006,2022AR11B,Valide,novote,novote,1,novote,novote,novote,novote,1,1,1,4,4,0,0,0,6
238158,U11-002,2022AR11B,Valide,1,1,1,1,1,1,2,1,2,2,10,7,3,0,0,0
238164,U11-007,2022AR11B,Valide,2,2,1,2,novote,1,1,4,1,3,9,4,3,1,1,1
238180,U11-008,2022AR11B,Valide,novote,1,novote,1,novote,1,novote,novote,1,novote,4,4,0,0,0,6
238183,U11-003,2022AR11B,Valide,3,3,1,2,1,2,4,2,1,2,10,3,4,2,1,0
238187,U11-006,2022AR11B,Valide,3,3,2,1,3,2,4,3,2,3,10,1,3,5,1,0
238189,U11-003,2022AR11B,Valide,1,1,1,2,2,2,4,2,1,1,10,5,4,0,1,0
238212,U11-002,2022AR11B,Valide,1,4,1,1,3,3,3,1,3,4,10,4,0,4,2,0
238215,U11-007,2022AR11A,Valide,2,2,1,2,2,1,3,3,1,2,10,3,5,2,0,0
238216,U11-003,2022AR11B,Valide,novote,novote,1,novote,1,novote,4,novote,1,1,5,4,0,0,1,5
238227,U11-006,2022AR11B,Valide,2,2,2,2,3,3,3,3,3,3,10,0,4,6,0,0
238234,U11-008,2022AR11A,Valide,2,1,1,1,1,1,1,1,1,1,10,9,1,0,0,0
238238,U11-007,2022AR11B,Valide,novote,1,1,novote,1,1,novote,novote,1,1,6,6,0,0,0,4
238244,U11-006,2022AR11B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
238245,U11-007,2022AR11A,Nul,4,novote,3,novote,novote,novote,novote,novote,novote,1,3,1,0,1,1,7
238251,U11-007,2022AR11A,Valide,novote,novote,1,1,novote,novote,1,novote,1,novote,4,4,0,0,0,6
238262,U11-007,2022AR11B,Valide,2,1,1,2,1,2,2,2,1,2,10,4,6,0,0,0
238265,U11-003,2022AR11B,Valide,2,2,2,2,2,2,2,2,2,2,10,0,10,0,0,0
238266,U11-007,2022AR11B,Valide,1,1,1,1,2,1,3,1,3,2,10,6,2,2,0,0
238279,U11-007,2022AR11A,Valide,1,1,1,1,2,1,3,1,2,1,10,7,2,1,0,0
238280,U11-003,2022AR11B,Valide,1,1,1,novote,novote,novote,novote,novote,1,1,5,5,0,0,0,5
238288,U11-008,2022AR11A,Valide,2,1,4,1,1,2,1,1,3,1,10,6,2,1,1,0
238296,U11-007,2022AR11A,Valide,3,3,1,3,3,1,2,1,3,3,10,3,1,6,0,0
238299,U11-007,2022AR11B,Valide,2,2,2,1,2,1,2,2,1,1,10,4,6,0,0,0
238303,U11-006,2022AR11A,Valide,1,1,1,2,3,2,4,3,3,2,10,3,3,3,1,0
238318,U11-002,2022AR11B,Valide,1,2,1,2,2,2,2,2,1,1,10,4,6,0,0,0
238337,U11-003,2022AR11A,Valide,novote,1,1,1,2,2,novote,novote,1,2,7,4,3,0,0,3
238338,U11-007,2022AR11A,Nul,2,1 2,1 2,2,2,1 2,1 2,1 2,1 2,1 2,3,0,3,0,0,0
238342,U11-007,2022AR11B,Valide,2,2,1,1,1,1,1,3,2,1,10,6,3,1,0,0
238344,U11-006,2022AR11B,Valide,1,4,2,1,2,3,2,3,2,4,10,2,4,2,2,0
238345,U11-007,2022AR11B,Valide,novote,1,novote,1,2,1,novote,novote,novote,novote,4,3,1,0,0,6
238350,U11-006,2022AR11B,Valide,2,2,1,novote,novote,novote,novote,novote,novote,2,4,1,3,0,0,6
238355,U11-002,2022AR11B,Valide,1,1,4,1,4,1,1,4,3,3,10,5,0,2,3,0
238358,U11-003,2022AR11B,Valide,2,2,1,3,3,2,3,3,3,2,10,1,4,5,0,0
238360,U11-003,2022AR11B,Valide,2,2,1,2,1,2,2,1,1,3,10,4,5,1,0,0
238368,U11-003,2022AR11B,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
238375,U11-007,2022AR11A,Valide,2,novote,novote,2,novote,2,novote,1,novote,novote,4,1,3,0,0,6
238378,U11-007,2022AR11B,Valide,novote,novote,2,2,novote,1,2,1,1,2,7,3,4,0,0,3
