ID,Urne,QR-Code,Categorie,1 - Developper les stationnements velos dans le 19e,2 - Faciliter les deplacements des pietons et des cyclistes,3 - Marcher et pedaler en toute securite,4 - Destination 2024 : le 19e a l heure du sport,5 - Modernisons nos equipements pour faire du sport ensemble,6 - Faire vivre l inclusion dans le 19e,7 - Soutenons le dynamisme associatif et solidaire de nos quartiers,8 - Rafraichir la ville et promouvoir la biodiversite,"9 - Cours vegetalisees, musique et lecture pour mieux vivre a l ecole",10 - Plus belles nos ecoles : de la nature et du ciel bleu,"11 - Art, patrimoine et couleur : le 19e plus culturel",12 - Embellir et illuminer les rues et jardins de nos quartiers,Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
111288,U19-035,2022AR19A,Valide,1,1,1,3,3,3,3,1,1,2,2,1,12,6,2,4,0,0
111292,U19-016,2022AR19A,Valide,1,1,novote,1,1,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,8
111299,U19-041,2022AR19A,Valide,1,2,4,3,3,1,1,2,3,3,2,3,12,3,3,5,1,0
111303,U19-012,2022AR19A,Valide,1,1,novote,1,1,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,8
111311,U19-035,2022AR19B,Valide,novote,novote,novote,1,1,novote,novote,novote,novote,4,2,1,5,3,1,0,1,7
111318,U19-016,2022AR19A,Valide,2,1,2,1,1,2,1,1,1,1,2,1,12,8,4,0,0,0
111320,U19-041,2022AR19B,Valide,novote,novote,novote,novote,novote,novote,novote,novote,1,1,1,1,4,4,0,0,0,8
111330,U19-016,2022AR19A,Valide,1,1,novote,1,1,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,8
111336,U19-018,2022AR19A,Nul,novote,novote,novote,1,1,novote,novote,novote,novote,novote,novote,novote,2,2,0,0,0,10
111342,U19-012,2022AR19B,Valide,novote,novote,novote,novote,novote,novote,1,novote,1,novote,2,3,4,2,1,1,0,8
111350,U19-043,2022AR19B,Valide,novote,novote,novote,novote,novote,novote,novote,novote,2,2,2,2,4,0,4,0,0,8
111354,U19-035,2022AR19A,Valide,novote,novote,novote,1,1,novote,novote,novote,novote,1,1,novote,4,4,0,0,0,8
111356,U19-030,2022AR19A,Valide,4,4,novote,1,1,novote,novote,2,4,4,4,novote,8,2,1,0,5,4
111357,U19-021,2022AR19A,Valide,4,4,novote,1,1,novote,novote,1,novote,novote,4,novote,6,3,0,0,3,6
111360,U19-041,2022AR19A,Valide,novote,novote,novote,1,1,novote,novote,novote,novote,novote,1,1,4,4,0,0,0,8
111366,U19-035,2022AR19A,Valide,1,1,2,3,2,3,2,2,1,1,1,1,12,6,4,2,0,0
111374,U19-021,2022AR19B,Valide,4,4,novote,1,1,novote,novote,2,novote,novote,novote,novote,5,2,1,0,2,7
111375,U19-019,2022AR19A,Valide,novote,novote,3,novote,novote,novote,1,3,novote,novote,2,novote,4,1,1,2,0,8
111390,U19-021,2022AR19A,Valide,4,4,4,1,1,novote,novote,2,novote,novote,novote,4,7,2,1,0,4,5
111396,U19-060,2022AR19B,Valide,novote,1,1,1,1,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,8
111397,U19-043,2022AR19B,Valide,novote,novote,1,1,novote,novote,novote,1,novote,1,novote,novote,4,4,0,0,0,8
111401,U19-018,2022AR19A,Nul,novote,novote,novote,1,1,novote,novote,novote,novote,novote,novote,novote,2,2,0,0,0,10
111405,U19-030,2022AR19A,Valide,4,4,novote,1,1,novote,novote,2,novote,4,4,novote,7,2,1,0,4,5
111406,U19-016,2022AR19B,Valide,novote,novote,novote,novote,1,novote,1,novote,novote,1,1,novote,4,4,0,0,0,8
111414,U19-016,2022AR19A,Valide,1,1,novote,1,1,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,8
111426,U19-016,2022AR19B,Valide,novote,1,novote,1,novote,1,novote,novote,1,novote,novote,novote,4,4,0,0,0,8
111428,U19-024,2022AR19A,Valide,novote,1,novote,1,1,novote,novote,1,novote,novote,novote,novote,4,4,0,0,0,8
111434,U19-041,2022AR19B,Valide,novote,novote,novote,1,1,novote,novote,novote,novote,novote,4,1,4,3,0,0,1,8
111437,U19-012,2022AR19B,Valide,1,3,1,3,3,2,2,2,2,3,1,1,12,4,4,4,0,0
111448,U19-009,2022AR19A,Valide,1,1,novote,1,1,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,8
111454,U75-001,2022AR19A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
111458,U19-033,2022AR19B,Valide,1,1,1,1,1,1,1,1,1,1,1,1,12,12,0,0,0,0
111467,U19-024,2022AR19B,Valide,novote,novote,1,1,1,novote,novote,novote,novote,novote,novote,3,4,3,0,1,0,8
111470,U19-021,2022AR19B,Valide,3,4,novote,1,1,novote,novote,2,4,4,3,novote,8,2,1,2,3,4
111473,U19-007,2022AR19A,Valide,1,1,1,1,novote,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,8
111476,U19-041,2022AR19A,Valide,novote,3,novote,novote,novote,novote,3,3,novote,novote,1,novote,4,1,0,3,0,8
111482,U19-016,2022AR19A,Valide,1,1,novote,1,1,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,8
111495,U19-035,2022AR19A,Valide,1,1,1,1,1,1,1,1,1,1,1,1,12,12,0,0,0,0
111503,U19-039,2022AR19B,Valide,novote,novote,1,novote,novote,novote,1,1,novote,novote,novote,1,4,4,0,0,0,8
111506,U19-030,2022AR19B,Valide,4,novote,novote,1,1,novote,novote,2,novote,novote,novote,novote,4,2,1,0,1,8
111512,U19-024,2022AR19A,Nul,novote,novote,novote,1 2 3 4,novote,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,10
111519,U19-018,2022AR19B,Valide,4,4,novote,1,1,novote,novote,2,4,4,4,novote,8,2,1,0,5,4
111523,U19-016,2022AR19B,Valide,novote,1,1,1,1,novote,novote,novote,1,novote,1,1,7,7,0,0,0,5
111541,U19-041,2022AR19B,Valide,1,1,1,1,1,novote,novote,novote,novote,3,1,1,8,7,0,1,0,4
111552,U19-012,2022AR19A,Valide,2,1,4,4,1,1,1,4,1,4,3,4,12,5,1,1,5,0
111559,U19-017,2022AR19B,Valide,4,4,novote,1,1,novote,novote,novote,4,4,4,novote,7,2,0,0,5,5
111560,U19-035,2022AR19A,Valide,novote,novote,novote,1,1,novote,novote,novote,novote,novote,1,1,4,4,0,0,0,8
111565,U19-016,2022AR19A,Valide,novote,novote,novote,1,1,novote,novote,novote,1,1,1,1,6,6,0,0,0,6
111568,U19-017,2022AR19A,Valide,4,4,4,1,1,novote,novote,1,3,3,4,novote,9,3,0,2,4,3
111582,U19-030,2022AR19B,Valide,4,novote,novote,1,1,novote,novote,2,novote,4,4,3,7,2,1,1,3,5
111583,U19-035,2022AR19A,Valide,1,1,1,1,novote,novote,novote,1,1,1,novote,novote,7,7,0,0,0,5
111585,U19-041,2022AR19B,Nul,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,11
111589,U19-034,2022AR19B,Valide,novote,novote,1,novote,novote,novote,2,2,novote,1,novote,novote,4,2,2,0,0,8
111590,U19-033,2022AR19A,Valide,2,1,1,4,2,3,2,1,1,1,1,1,12,7,3,1,1,0
111593,U19-016,2022AR19A,Valide,1,1,novote,1,1,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,8
111596,U19-018,2022AR19A,Valide,2,3,3,1,1,2,3,3,3,2,2,2,12,2,5,5,0,0
111597,U19-041,2022AR19A,Valide,novote,novote,novote,novote,novote,3,3,novote,2,novote,1,novote,4,1,1,2,0,8
111599,U19-021,2022AR19A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
111607,U19-009,2022AR19B,Valide,novote,2,1,1,novote,novote,novote,1,novote,novote,1,1,6,5,1,0,0,6
111608,U19-009,2022AR19A,Valide,novote,1,2,1,1,novote,1,1,1,1,novote,1,9,8,1,0,0,3
111610,U19-030,2022AR19B,Valide,4,novote,novote,1,1,novote,novote,2,novote,novote,novote,novote,4,2,1,0,1,8
111616,U19-009,2022AR19B,Valide,4,novote,novote,novote,1,novote,1,novote,novote,2,2,3,6,2,2,1,1,6
111619,U19-034,2022AR19B,Valide,1,1,1,3,3,1,2,1,1,2,1,1,12,8,2,2,0,0
111621,U19-030,2022AR19B,Valide,4,4,novote,1,1,4,novote,2,novote,novote,4,novote,7,2,1,0,4,5
111634,U19-016,2022AR19A,Valide,1,1,novote,1,novote,1,novote,novote,novote,novote,novote,1,5,5,0,0,0,7
111635,U19-017,2022AR19A,Valide,4,4,4,1,1,novote,novote,1,4,4,novote,novote,8,3,0,0,5,4
111637,U19-016,2022AR19A,Valide,novote,novote,novote,novote,1,novote,novote,1,2,novote,novote,1,4,3,1,0,0,8
111638,U19-041,2022AR19B,Valide,1,1,1,1,1,novote,novote,novote,novote,novote,4,1,7,6,0,0,1,5
111639,U19-035,2022AR19B,Valide,novote,novote,novote,1,1,2,1,novote,2,novote,2,novote,6,3,3,0,0,6
111646,U19-024,2022AR19A,Valide,4,novote,4,4,novote,3,novote,novote,novote,novote,1,novote,5,1,0,1,3,7
111653,U19-041,2022AR19A,Valide,novote,novote,novote,1,1,2,2,1,novote,novote,novote,novote,5,3,2,0,0,7
111663,U19-012,2022AR19B,Valide,1,novote,novote,novote,novote,1,1,1,novote,novote,novote,novote,4,4,0,0,0,8
111667,U19-030,2022AR19B,Valide,4,novote,novote,1,1,novote,novote,2,novote,novote,4,novote,5,2,1,0,2,7
111668,U19-023,2022AR19B,Valide,novote,novote,novote,1,1,novote,novote,novote,1,1,novote,novote,4,4,0,0,0,8
111672,U19-007,2022AR19A,Valide,novote,novote,novote,1,1,1,novote,novote,novote,novote,1,novote,4,4,0,0,0,8
111680,U19-034,2022AR19B,Valide,novote,novote,novote,novote,2,2,2,novote,novote,1,novote,novote,4,1,3,0,0,8
111681,U19-021,2022AR19A,Valide,4,4,novote,1,1,novote,novote,2,novote,novote,novote,novote,5,2,1,0,2,7
111682,U19-035,2022AR19A,Valide,3,3,3,2,2,2,2,1,1,1,novote,1,11,4,4,3,0,1
111700,U19-016,2022AR19A,Valide,1,1,novote,1,1,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,8
111705,U19-017,2022AR19A,Valide,4,4,4,1,1,3,3,2,4,4,4,novote,11,2,1,2,6,1
111708,U19-035,2022AR19A,Valide,novote,novote,novote,1,1,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,8
111709,U19-035,2022AR19A,Valide,1,novote,novote,1,1,novote,novote,novote,novote,novote,1,novote,4,4,0,0,0,8
111714,U19-021,2022AR19A,Valide,novote,4,4,1,1,novote,novote,2,4,novote,novote,novote,6,2,1,0,3,6
111715,U19-043,2022AR19B,Nul,novote,novote,1,novote,1,novote,novote,novote,novote,novote,novote,novote,2,2,0,0,0,10
111722,U19-016,2022AR19A,Valide,novote,1,1,1,1,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,8
111723,U19-018,2022AR19B,Valide,novote,1,1,1,1,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,8
111733,U19-060,2022AR19B,Valide,2,2,2,novote,1,novote,2,2,2,2,2,2,10,1,9,0,0,2
111735,U19-030,2022AR19A,Valide,4,4,novote,1,1,novote,novote,2,novote,novote,4,3,7,2,1,1,3,5
111736,U19-016,2022AR19B,Valide,novote,1,1,1,1,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,8
111737,U19-035,2022AR19B,Valide,novote,novote,novote,1,1,1,3,1,novote,novote,novote,1,6,5,0,1,0,6
111738,U19-033,2022AR19A,Valide,1,novote,1,1,1,3,4,3,2,2,3,3,11,4,2,4,1,1
111741,U19-035,2022AR19A,Valide,novote,novote,novote,1,1,novote,novote,1,1,1,novote,1,6,6,0,0,0,6
111744,U19-016,2022AR19A,Valide,novote,1,1,novote,novote,novote,novote,1,novote,1,novote,novote,4,4,0,0,0,8
111745,U19-021,2022AR19A,Valide,4,4,novote,1,1,novote,novote,novote,novote,novote,novote,novote,4,2,0,0,2,8
111749,U19-041,2022AR19B,Valide,novote,novote,novote,1,1,novote,novote,novote,novote,novote,3,1,4,3,0,1,0,8
111761,U19-035,2022AR19B,Valide,novote,novote,1,novote,novote,novote,novote,1,novote,2,1,novote,4,3,1,0,0,8
111770,U19-012,2022AR19A,Valide,4,3,3,1,3,3,2,3,2,3,1,4,12,2,2,6,2,0
111775,U19-009,2022AR19A,Valide,1,2,novote,1,1,1,1,1,1,2,1,novote,10,8,2,0,0,2
111787,U19-009,2022AR19B,Valide,novote,novote,novote,novote,1,novote,1,1,novote,1,4,novote,5,4,0,0,1,7
111788,U19-035,2022AR19B,Valide,1,novote,novote,1,1,novote,1,novote,novote,1,novote,1,6,6,0,0,0,6
111793,U19-039,2022AR19B,Nul,novote,novote,novote,novote,novote,1,novote,novote,1,1,novote,novote,3,3,0,0,0,9
111795,U19-016,2022AR19A,Valide,1,1,novote,1,1,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,8
111797,U19-018,2022AR19A,Valide,1,1,2,1,1,novote,novote,1,novote,novote,novote,novote,6,5,1,0,0,6
111798,U19-016,2022AR19A,Valide,1,1,novote,1,1,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,8
111808,U19-035,2022AR19B,Valide,2,2,1,2,2,1,2,2,1,1,1,2,12,5,7,0,0,0
111809,U19-041,2022AR19B,Valide,novote,novote,novote,1,1,novote,novote,novote,1,1,4,1,6,5,0,0,1,6
111811,U19-030,2022AR19A,Valide,4,4,novote,1,1,novote,novote,2,novote,novote,novote,3,6,2,1,1,2,6
111821,U19-035,2022AR19A,Valide,1,1,1,1,1,1,1,1,1,1,1,1,12,12,0,0,0,0
111829,U19-021,2022AR19A,Valide,1,1,1,2,2,2,2,2,2,2,3,3,12,3,7,2,0,0
111830,U19-018,2022AR19B,Valide,4,4,novote,1,1,novote,novote,2,4,4,3,novote,8,2,1,1,4,4
111833,U19-016,2022AR19B,Valide,novote,1,1,1,1,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,8
111842,U19-012,2022AR19B,Valide,2,1,1,novote,2,novote,novote,1,2,1,1,1,9,6,3,0,0,3
111844,U19-016,2022AR19A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
111845,U19-021,2022AR19A,Valide,4,4,3,1,1,novote,novote,2,novote,novote,novote,novote,6,2,1,1,2,6
111846,U19-018,2022AR19A,Valide,4,4,4,1,1,novote,novote,1,4,4,4,novote,9,3,0,0,6,3
111851,U19-007,2022AR19A,Valide,novote,novote,novote,1,1,novote,novote,novote,1,novote,1,novote,4,4,0,0,0,8
111858,U19-012,2022AR19B,Valide,2,2,2,2,2,2,2,2,2,2,2,4,12,0,11,0,1,0
111860,U19-018,2022AR19B,Valide,4,4,novote,1,1,novote,novote,2,4,4,4,novote,8,2,1,0,5,4
111861,U19-016,2022AR19B,Valide,novote,novote,novote,1,1,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,8
111862,U19-016,2022AR19B,Valide,2,novote,novote,novote,1,novote,novote,1,novote,novote,novote,2,4,2,2,0,0,8
111869,U19-016,2022AR19B,Valide,novote,1,1,1,1,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,8
111875,U19-035,2022AR19B,Valide,novote,novote,1,1,1,novote,novote,novote,novote,novote,1,novote,4,4,0,0,0,8
111879,U19-035,2022AR19A,Valide,1,novote,novote,1,1,1,1,1,1,1,1,1,10,10,0,0,0,2
111890,U19-018,2022AR19B,Valide,4,4,novote,1,1,novote,novote,2,4,4,4,novote,8,2,1,0,5,4
111891,U19-012,2022AR19A,Valide,1,1,1,2,2,3,2,1,2,2,3,2,12,4,6,2,0,0
111895,U19-043,2022AR19B,Valide,novote,novote,novote,novote,1,novote,1,novote,1,novote,novote,1,4,4,0,0,0,8
111903,U19-016,2022AR19A,Valide,1,1,novote,1,1,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,8
111904,U19-035,2022AR19A,Valide,1,1,novote,1,1,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,8
111910,U19-035,2022AR19A,Valide,1,1,novote,1,1,novote,novote,novote,novote,novote,1,novote,5,5,0,0,0,7
111916,U19-016,2022AR19A,Valide,1,1,novote,1,1,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,8
111921,U19-016,2022AR19B,Valide,novote,novote,novote,1,1,novote,novote,novote,1,1,novote,novote,4,4,0,0,0,8
111922,U19-041,2022AR19A,Valide,3,3,3,1,1,1,1,1,2,2,4,2,12,5,3,3,1,0
111928,U19-018,2022AR19B,Valide,4,4,novote,1,1,novote,novote,2,novote,novote,novote,novote,5,2,1,0,2,7
111931,U19-035,2022AR19A,Valide,novote,novote,novote,1,1,1,novote,novote,1,1,1,novote,6,6,0,0,0,6
111933,U19-016,2022AR19A,Valide,1,1,novote,1,1,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,8
111937,U19-012,2022AR19A,Valide,novote,novote,novote,novote,1,1,1,1,2,novote,2,2,7,4,3,0,0,5
111952,U19-035,2022AR19B,Valide,1,4,2,2,1,novote,2,novote,4,2,1,1,10,4,4,0,2,2
111957,U19-041,2022AR19A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
111960,U19-035,2022AR19B,Valide,novote,novote,1,novote,1,novote,1,1,novote,2,1,1,7,6,1,0,0,5
111964,U19-041,2022AR19B,Valide,4,4,4,4,4,4,4,1,1,2,1,1,12,4,1,0,7,0
111969,U19-021,2022AR19A,Valide,4,4,4,1,1,novote,novote,2,4,novote,novote,novote,7,2,1,0,4,5
111971,U19-018,2022AR19A,Valide,4,novote,novote,1,1,novote,novote,2,4,4,4,novote,7,2,1,0,4,5
111973,U19-016,2022AR19B,Valide,novote,1,1,1,1,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,8
111978,U19-041,2022AR19B,Nul,1,1,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,3,3,0,0,0,9
111990,U19-009,2022AR19B,Valide,2,1,2,1,2,1,1,1,1,1,1,1,12,9,3,0,0,0
111993,U19-034,2022AR19B,Nul,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,11
112002,U19-030,2022AR19B,Valide,4,novote,novote,1,1,novote,novote,2,novote,novote,4,novote,5,2,1,0,2,7
112010,U19-018,2022AR19B,Valide,4,4,novote,1,1,novote,novote,2,4,4,4,novote,8,2,1,0,5,4
112015,U19-016,2022AR19A,Valide,1,1,novote,1,1,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,8
112018,U19-021,2022AR19A,Valide,4,4,4,1,1,4,3,2,4,4,3,3,12,2,1,3,6,0
112021,U19-041,2022AR19A,Valide,1,1,1,2,2,2,1,1,1,1,1,1,12,9,3,0,0,0
112024,U19-060,2022AR19B,Valide,novote,1,1,1,1,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,8
112036,U19-018,2022AR19A,Nul,novote,novote,novote,1,1,novote,novote,novote,novote,novote,novote,novote,2,2,0,0,0,10
112038,U19-024,2022AR19B,Valide,novote,novote,1,2,novote,novote,novote,2,2,2,novote,2,6,1,5,0,0,6
112042,U19-018,2022AR19B,Valide,4,4,novote,1,1,novote,novote,2,novote,novote,novote,novote,5,2,1,0,2,7
112047,U19-017,2022AR19A,Valide,4,4,novote,1,1,4,4,2,4,4,4,2,11,2,2,0,7,1
112049,U19-035,2022AR19B,Nul,novote,novote,novote,1,1,novote,novote,novote,novote,novote,1,novote,3,3,0,0,0,9
112050,U19-041,2022AR19B,Valide,novote,novote,novote,novote,novote,novote,novote,novote,1,1,1,1,4,4,0,0,0,8
112055,U19-018,2022AR19B,Valide,4,4,novote,1,1,novote,novote,2,4,4,4,novote,8,2,1,0,5,4
112066,U19-041,2022AR19B,Valide,novote,novote,novote,novote,novote,novote,novote,novote,1,1,1,1,4,4,0,0,0,8
112073,U19-016,2022AR19A,Valide,1,1,novote,1,1,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,8
112074,U19-016,2022AR19A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
112080,U19-035,2022AR19A,Valide,1,1,1,1,1,1,1,1,1,1,1,1,12,12,0,0,0,0
112083,U19-018,2022AR19B,Valide,1,1,1,1,1,novote,novote,novote,1,1,novote,1,8,8,0,0,0,4
112087,U19-041,2022AR19B,Valide,novote,novote,1,novote,1,novote,novote,novote,2,1,novote,novote,4,3,1,0,0,8
112094,U19-018,2022AR19A,Valide,4,4,novote,1,1,novote,novote,novote,4,4,4,novote,7,2,0,0,5,5
112095,U19-035,2022AR19B,Valide,novote,novote,novote,novote,novote,novote,novote,1,1,1,1,1,5,5,0,0,0,7
112098,U19-060,2022AR19B,Valide,novote,1,1,1,1,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,8
112102,U19-043,2022AR19B,Nul,2,2,3,1,1,1,1 2 4,1,3,3,1,2,11,5,3,3,0,0
112105,U19-041,2022AR19B,Valide,novote,novote,novote,1,1,novote,novote,novote,1,2,2,4,6,3,2,0,1,6
112108,U19-016,2022AR19A,Valide,1,1,novote,1,1,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,8
112113,U19-060,2022AR19A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
112114,U19-030,2022AR19A,Valide,4,4,novote,1,1,novote,novote,2,4,4,4,novote,8,2,1,0,5,4
112115,U19-016,2022AR19A,Valide,1,1,novote,1,1,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,8
112119,U19-041,2022AR19B,Nul,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,11
112122,U19-016,2022AR19B,Valide,1,1,1,novote,1,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,8
112123,U19-009,2022AR19B,Valide,1,1,1,1,1,1,1,1,1,1,1,1,12,12,0,0,0,0
112124,U19-035,2022AR19A,Valide,1,1,1,1,1,1,novote,novote,novote,novote,1,1,8,8,0,0,0,4
112129,U19-016,2022AR19A,Valide,1,1,novote,1,1,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,8
112132,U19-019,2022AR19A,Valide,novote,novote,novote,1,1,novote,novote,1,novote,novote,1,novote,4,4,0,0,0,8
112139,U19-041,2022AR19B,Valide,novote,novote,novote,novote,novote,novote,1,1,1,1,1,1,6,6,0,0,0,6
112142,U19-018,2022AR19A,Valide,1,1,1,1,1,1,novote,novote,novote,novote,novote,novote,6,6,0,0,0,6
112143,U19-009,2022AR19B,Valide,novote,novote,1,novote,2,novote,novote,3,1,1,1,2,7,4,2,1,0,5
112148,U19-016,2022AR19A,Valide,novote,1,novote,1,1,novote,novote,novote,novote,1,novote,novote,4,4,0,0,0,8
112161,U19-034,2022AR19B,Valide,1,novote,2,novote,novote,novote,novote,novote,1,1,novote,2,5,3,2,0,0,7
112165,U19-035,2022AR19A,Valide,2,2,2,1,1,novote,novote,novote,novote,novote,1,1,7,4,3,0,0,5
112171,U19-009,2022AR19B,Valide,novote,2,1,novote,2,1,2,1,novote,2,1,3,9,4,4,1,0,3
112183,U19-018,2022AR19B,Valide,4,4,novote,1,1,novote,novote,novote,4,novote,4,novote,6,2,0,0,4,6
112195,U19-012,2022AR19A,Valide,2,novote,novote,novote,novote,1,novote,2,1,1,1,novote,6,4,2,0,0,6
112196,U19-023,2022AR19A,Valide,novote,novote,novote,1,1,novote,1,novote,novote,novote,1,novote,4,4,0,0,0,8
112215,U19-021,2022AR19B,Valide,4,4,novote,1,1,novote,novote,2,novote,novote,novote,novote,5,2,1,0,2,7
112223,U19-036,2022AR19B,Valide,novote,4,novote,novote,4,novote,1,novote,4,novote,novote,4,5,1,0,0,4,7
112232,U19-030,2022AR19A,Valide,4,4,novote,1,1,novote,novote,2,novote,4,4,novote,7,2,1,0,4,5
112237,U19-018,2022AR19A,Valide,4,4,novote,1,1,novote,novote,novote,novote,novote,4,novote,5,2,0,0,3,7
112239,U19-041,2022AR19A,Valide,novote,2,novote,novote,2,novote,novote,novote,novote,novote,1,2,4,1,3,0,0,8
112243,U19-021,2022AR19A,Valide,4,4,4,1,1,novote,novote,2,4,4,3,3,10,2,1,2,5,2
112244,U19-009,2022AR19B,Valide,novote,novote,1,1,1,novote,1,1,novote,novote,1,1,7,7,0,0,0,5
112245,U19-016,2022AR19A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
112250,U19-018,2022AR19A,Nul,novote,novote,novote,1,1,novote,3,novote,novote,novote,novote,novote,3,2,0,1,0,9
112253,U19-041,2022AR19A,Valide,novote,novote,novote,novote,novote,novote,novote,1,1,1,1,novote,4,4,0,0,0,8
112258,U19-021,2022AR19B,Valide,novote,4,novote,1,1,novote,novote,novote,4,novote,novote,novote,4,2,0,0,2,8
112265,U19-041,2022AR19B,Valide,novote,novote,1,novote,1,novote,novote,novote,novote,novote,1,1,4,4,0,0,0,8
112273,U19-017,2022AR19A,Valide,4,4,novote,1,1,novote,novote,2,4,4,4,novote,8,2,1,0,5,4
112278,U19-030,2022AR19A,Valide,2,2,2,1,1,4,2,2,2,2,2,2,12,2,9,0,1,0
112280,U19-007,2022AR19A,Valide,1,1,novote,novote,1,novote,1,novote,novote,1,novote,novote,5,5,0,0,0,7
112285,U19-041,2022AR19B,Valide,novote,novote,novote,novote,novote,novote,novote,1,1,1,1,1,5,5,0,0,0,7
112287,U19-021,2022AR19A,Valide,novote,novote,novote,1,1,novote,novote,2,novote,novote,3,3,5,2,1,2,0,7
112292,U19-016,2022AR19B,Valide,novote,1,1,1,1,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,8
112293,U19-039,2022AR19B,Valide,4,2,1,4,3,2,novote,1,1,1,3,1,11,5,2,2,2,1
112304,U19-060,2022AR19B,Valide,1,1,1,1,novote,1,1,1,1,1,1,1,11,11,0,0,0,1
112311,U19-009,2022AR19B,Valide,1,novote,novote,novote,novote,novote,1,2,novote,2,novote,novote,4,2,2,0,0,8
112313,U19-016,2022AR19B,Nul,novote,novote,1,novote,1,novote,novote,novote,novote,novote,novote,novote,2,2,0,0,0,10
112317,U19-016,2022AR19B,Valide,novote,1,1,1,1,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,8
112319,U19-024,2022AR19B,Valide,1,1,1,novote,novote,novote,2,2,1,1,1,1,9,7,2,0,0,3
112320,U19-018,2022AR19A,Valide,4,4,novote,1,1,novote,3,1,novote,novote,novote,novote,6,3,0,1,2,6
112331,U19-009,2022AR19B,Valide,1,1,1,2,1,1,1,1,2,2,1,1,12,9,3,0,0,0
112332,U19-024,2022AR19B,Valide,novote,1,1,1,1,novote,novote,novote,novote,1,1,1,7,7,0,0,0,5
112335,U19-016,2022AR19B,Valide,novote,1,novote,1,novote,1,novote,novote,1,novote,novote,novote,4,4,0,0,0,8
112340,U19-033,2022AR19B,Valide,2,novote,novote,novote,2,novote,novote,novote,3,2,2,novote,5,0,4,1,0,7
112350,U19-012,2022AR19A,Valide,1,1,1,1,novote,novote,novote,1,novote,novote,novote,novote,5,5,0,0,0,7
112357,U19-035,2022AR19A,Valide,1,novote,1,1,1,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,8
112360,U19-018,2022AR19B,Valide,novote,4,novote,1,1,4,novote,2,novote,novote,novote,novote,5,2,1,0,2,7
112365,U19-035,2022AR19A,Valide,1,1,1,1,novote,novote,novote,1,1,1,novote,novote,7,7,0,0,0,5
