ID,Urne,QR-Code,Categorie,1 - Installer du mobilier urbain sur les berges pour les sports de glisse,2 - Rendre l eglise St-Germain l Auxerrois accessible au PMR,3 - Poursuivre la refection des chaussees des Grands Boulevards,4 - Ameliorer le confort et l amenagement d etablissements scolaires,5 - Completer la renovation des arcades de la rue de Rivoli,6 - Ravaler la facade de l eglise St-Nicolas-des-Champs,7 - Rénover le petit tunnel de l ecluse du bassin de l Arsenal,8 - Restaurer la facade et les candelabres de l eglise des Blancs-Manteaux,9 - Restaurer le patrimoine de 3 eglises de Paris Centre,10 - Restaurer le toit et les decors de l eglise Ste-Elisabeth de Hongrie,11 - Restaurer les chapelles de l eglise St-Germain-l Auxerrois,12 - Restaurer les fontaines du Theatre Francais,13 - Restaurer les peintures de 2 eglises et tracer le chemin de Compostelle,14 - Remplacer et renover les bancs de Paris Centre,15 - Renover les reverberes du Louvre,16 - Vegetaliser temporairement la rue Greneta,Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
64403,U75-002,2022AR01B,Valide,4,novote,1,1,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,4,3,0,0,1,12
64435,U75-002,2022AR01B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,16
64444,U75-002,2022AR01B,Nul,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,1,3,3,0,0,0,13
64474,U75-004,2022AR01B,Valide,novote,novote,1,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,1,4,1,5,4,0,0,1,11
64512,U75-004,2022AR01B,Nul,novote,novote,novote,1,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,2,2,0,0,0,14
64524,U75-002,2022AR01B,Valide,novote,novote,novote,1,2,novote,1,novote,2,novote,novote,1,novote,1,novote,novote,6,4,2,0,0,10
64554,U75-002,2022AR01B,Valide,2,1,2,2,1,1,3,1,1,1,2,2,1,1,1,2,16,9,6,1,0,0
64676,U75-002,2022AR01B,Valide,novote,1,2,novote,novote,novote,novote,novote,2,novote,novote,novote,novote,novote,novote,2,4,1,3,0,0,12
64718,U75-002,2022AR01B,Valide,novote,novote,novote,1,1,novote,novote,1,novote,1,1,novote,1,novote,1,1,8,8,0,0,0,8
64727,U75-002,2022AR01B,Valide,1,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,1,novote,1,4,4,0,0,0,12
64786,U75-002,2022AR01B,Valide,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,16,4,12,0,0,0
64897,U75-002,2022AR01B,Valide,2,novote,novote,novote,novote,novote,novote,2,novote,novote,novote,novote,2,novote,2,novote,4,0,4,0,0,12
64954,U75-002,2022AR01B,Valide,4,2,3,2,2,2,1,2,2,2,2,3,4,4,3,2,16,1,9,3,3,0
65010,U75-003,2022AR01B,Valide,3,2,2,2,1,3,3,3,3,3,3,3,2,3,3,2,16,1,5,10,0,0
65052,U75-003,2022AR01B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,16
65133,U75-002,2022AR01B,Valide,1,novote,1,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,4,4,0,0,0,12
65208,U75-002,2022AR01B,Valide,1,2,novote,1,1,2,2,novote,novote,4,4,3,2,3,3,1,13,4,4,3,2,3
65275,U75-002,2022AR01B,Valide,4,2,3,1,1,1,1,1,1,1,1,1,1,1,2,4,16,11,2,1,2,0
65320,U75-002,2022AR01B,Valide,2,2,1,2,2,3,1,3,3,3,3,2,3,3,3,1,16,3,5,8,0,0
65335,U75-003,2022AR01B,Valide,2,2,1,2,2,3,2,3,3,3,3,3,3,1,3,1,16,3,5,8,0,0
65376,U75-002,2022AR01B,Valide,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,16,0,0,0,0
65430,U75-003,2022AR01B,Valide,novote,novote,novote,novote,1,novote,1,novote,novote,novote,novote,novote,1,1,novote,novote,4,4,0,0,0,12
65484,U75-002,2022AR01B,Valide,2,2,2,1,1,2,1,2,2,2,2,1,1,1,2,2,16,6,10,0,0,0
65648,U75-002,2022AR01B,Valide,1,1,1,1,3,3,2,3,3,3,3,2,3,2,2,1,16,5,4,7,0,0
65750,U75-003,2022AR01B,Valide,novote,novote,2,novote,novote,novote,novote,novote,2,novote,novote,2,novote,1,2,4,6,1,4,0,1,10
65763,U75-002,2022AR01B,Valide,novote,1,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,1,2,3,1,6,4,1,1,0,10
65775,U75-002,2022AR01B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,16
65844,U75-002,2022AR01B,Valide,1,1,novote,1,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,12
65857,U75-004,2022AR01B,Valide,1,novote,1,novote,1,novote,novote,1,1,1,novote,novote,novote,1,1,1,9,9,0,0,0,7
65981,U75-003,2022AR01B,Valide,novote,novote,1,novote,1,novote,1,novote,novote,novote,novote,novote,novote,1,novote,novote,4,4,0,0,0,12
66035,U75-002,2022AR01B,Valide,2,2,1,3,2,3,3,3,2,4,4,2,3,3,2,4,16,1,6,6,3,0
66348,U75-002,2022AR01B,Valide,novote,novote,1,2,novote,1,novote,1,1,1,1,novote,1,novote,2,2,10,7,3,0,0,6
66370,U75-002,2022AR01A,Valide,novote,novote,novote,2,2,novote,1,novote,novote,novote,novote,novote,novote,2,novote,novote,4,1,3,0,0,12
66552,U75-003,2022AR01B,Valide,4,novote,2,novote,1,novote,1,novote,novote,novote,novote,1,novote,1,novote,novote,6,4,1,0,1,10
66670,U75-003,2022AR01B,Valide,2,2,1,1,4,4,2,4,4,4,4,4,4,3,4,2,16,2,4,1,9,0
66675,U75-002,2022AR01B,Valide,novote,novote,novote,novote,novote,novote,novote,1,1,1,1,1,1,1,1,1,9,9,0,0,0,7
66691,U75-002,2022AR01B,Valide,novote,novote,novote,novote,novote,1,novote,novote,1,novote,1,1,1,novote,novote,novote,5,5,0,0,0,11
66877,U75-002,2022AR01B,Valide,1,1,1,1,2,2,2,2,2,2,2,2,2,1,3,1,16,6,9,1,0,0
66940,U75-002,2022AR01B,Valide,4,1,1,2,1,3,1,1,3,3,3,1,1,1,2,3,16,8,2,5,1,0
67005,U75-003,2022AR01B,Valide,1,1,3,1,2,1,3,1,1,1,1,3,1,1,3,3,16,10,1,5,0,0
67135,U75-002,2022AR01B,Valide,4,3,3,1,3,3,3,4,3,3,3,3,3,3,3,1,16,2,0,12,2,0
67189,U75-003,2022AR01B,Valide,3,3,2,3,2,3,3,2,2,2,3,2,3,2,3,2,16,0,8,8,0,0
67241,U75-002,2022AR01B,Valide,novote,1,novote,1,novote,novote,novote,novote,novote,novote,novote,2,2,novote,novote,1,5,3,2,0,0,11
67347,U75-002,2022AR01B,Valide,novote,novote,1,novote,1,novote,novote,novote,novote,novote,novote,1,novote,novote,1,novote,4,4,0,0,0,12
67370,U75-002,2022AR01B,Valide,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,2,2,2,2,novote,4,0,4,0,0,12
67400,U75-003,2022AR01B,Valide,2,3,3,2,2,4,3,3,3,3,3,3,3,3,3,1,16,1,3,11,1,0
67500,U75-002,2022AR01B,Nul,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,2,2,0,0,0,14
67509,U75-002,2022AR01B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,16
67535,U75-002,2022AR01A,Valide,1,1,1,1,1,1,1,novote,1,novote,novote,novote,novote,novote,3,2,10,8,1,1,0,6
67562,U75-003,2022AR01B,Valide,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,16,0,0,0,0
67643,U75-004,2022AR01B,Valide,novote,novote,novote,novote,novote,novote,novote,1,1,novote,1,novote,1,novote,novote,novote,4,4,0,0,0,12
67731,U75-002,2022AR01B,Valide,3,2,novote,3,1,3,3,3,2,3,3,3,1,2,1,2,15,3,4,8,0,1
67759,U75-005,2022AR01B,Valide,novote,novote,novote,novote,novote,novote,novote,3,3,3,3,3,1,3,3,1,9,2,0,7,0,7
67864,U75-002,2022AR01B,Valide,1,1,1,1,1,3,3,3,2,3,3,2,3,2,3,3,16,5,3,8,0,0
67936,U75-002,2022AR01B,Valide,3,3,3,1,2,3,4,4,2,3,4,3,3,3,3,novote,15,1,2,9,3,1
67950,U75-002,2022AR01B,Nul,1,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,3,3,0,0,0,13
68162,U75-002,2022AR01B,Valide,4,2,4,1,3,3,3,3,3,novote,1,3,2,2,2,1,15,3,4,6,2,1
68374,U75-003,2022AR01B,Valide,4,novote,1,4,1,novote,novote,novote,novote,novote,novote,novote,novote,2,3,1,7,3,1,1,2,9
68395,U75-002,2022AR01B,Valide,4,4,2,1,novote,novote,4,novote,novote,novote,novote,novote,1,novote,3,novote,7,2,1,1,3,9
68405,U75-002,2022AR01B,Nul,1,1 2,novote,1,novote,novote,novote,novote,novote,novote,novote,3,2,1,2,novote,6,3,2,1,0,9
68415,U75-002,2022AR01B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,16
68441,U75-003,2022AR01B,Valide,1,2,1,1,1,3,1,novote,novote,novote,novote,1,novote,novote,novote,1,9,7,1,1,0,7
68523,U75-002,2022AR01B,Valide,2,1,1,1,2,3,1,2,3,3,3,2,1,1,2,1,16,7,5,4,0,0
68533,U75-002,2022AR01B,Valide,4,3,4,4,4,3,3,2,3,3,3,3,4,4,3,2,16,0,2,8,6,0
68545,U75-002,2022AR01B,Valide,1,1,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,4,4,0,0,0,12
68571,U75-002,2022AR01B,Valide,1,3,4,1,1,3,2,4,4,3,2,4,3,1,4,1,16,5,2,4,5,0
68610,U75-002,2022AR01B,Valide,2,1,1,3,3,2,4,2,2,2,2,3,2,3,3,3,16,2,7,6,1,0
68619,U75-002,2022AR01B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,16
68650,U75-002,2022AR01B,Valide,4,3,2,2,3,3,3,3,3,3,4,3,4,4,4,4,16,0,2,8,6,0
68660,U75-002,2022AR01B,Valide,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,2,16,13,2,1,0,0
68670,U75-002,2022AR01B,Valide,2,2,1,novote,1,novote,1,2,2,2,2,2,2,2,2,1,14,4,10,0,0,2
68695,U75-003,2022AR01B,Valide,1,2,3,2,2,2,2,3,2,3,3,2,3,1,3,2,16,2,8,6,0,0
68861,U75-002,2022AR01B,Valide,4,novote,1,1,2,1,3,2,2,novote,1,1,novote,1,novote,novote,11,6,3,1,1,5
68868,U75-003,2022AR01B,Valide,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,15,1,0,0,0
68888,U75-002,2022AR01B,Valide,3,3,3,2,3,3,3,3,3,3,3,2,3,3,2,2,16,0,4,12,0,0
68950,U75-002,2022AR01B,Valide,3,novote,2,2,novote,novote,novote,novote,novote,novote,novote,novote,novote,2,2,2,6,0,5,1,0,10
69049,U75-002,2022AR01B,Valide,1,1,1,1,1,3,1,2,1,2,3,2,3,2,4,1,16,8,4,3,1,0
69084,U75-003,2022AR01B,Valide,2,novote,1,1,1,novote,1,novote,novote,novote,novote,2,novote,2,1,2,9,5,4,0,0,7
69094,U75-003,2022AR01B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,16
69160,U75-002,2022AR01B,Valide,4,3,3,2,1,1,3,1,1,1,1,1,1,1,1,4,16,10,1,3,2,0
69339,U75-002,2022AR01B,Valide,3,3,3,1,2,3,3,2,1,1,1,2,1,3,3,3,16,5,3,8,0,0
69351,U75-002,2022AR01A,Valide,2,2,1,3,3,3,2,3,1,3,3,2,2,1,1,1,16,5,5,6,0,0
69374,U75-005,2022AR01B,Valide,1,2,1,1,3,novote,novote,3,3,4,4,3,4,2,2,2,14,3,4,4,3,2
69563,U75-002,2022AR01B,Valide,2,3,2,2,2,3,2,3,3,3,3,2,2,2,2,1,16,1,9,6,0,0
69573,U75-002,2022AR01B,Valide,3,1,2,2,2,1,2,2,1,2,1,2,1,2,2,3,16,5,9,2,0,0
69649,U75-003,2022AR01B,Valide,novote,1,novote,1,novote,novote,novote,1,novote,novote,novote,novote,novote,1,novote,novote,4,4,0,0,0,12
69721,U75-002,2022AR01B,Valide,2,2,2,1,1,1,1,1,2,2,2,2,1,1,1,2,16,8,8,0,0,0
69742,U75-002,2022AR01B,Valide,2,2,2,1,1,2,1,2,2,novote,2,1,2,3,3,2,15,4,9,2,0,1
69745,U75-003,2022AR01B,Valide,1,3,1,3,2,3,1,3,3,4,3,3,4,2,3,3,16,3,2,9,2,0
69766,U75-002,2022AR01B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,16
69772,U75-003,2022AR01B,Valide,2,novote,2,novote,2,3,novote,novote,novote,3,novote,novote,3,3,2,2,9,0,5,4,0,7
69873,U75-002,2022AR01B,Valide,3,2,3,1,2,3,3,3,2,3,3,3,2,2,3,3,16,1,5,10,0,0
69920,U75-002,2022AR01B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,16
70010,U75-002,2022AR01B,Valide,1,2,1,1,1,3,2,3,2,1,4,2,4,2,4,3,16,5,5,3,3,0
70043,U75-002,2022AR01B,Valide,1,1,novote,1,1,novote,novote,2,2,3,3,1,2,3,1,2,13,6,4,3,0,3
70071,U75-002,2022AR01B,Valide,2,1,3,1,3,3,3,3,3,3,3,3,3,3,4,4,16,2,1,11,2,0
70098,U75-002,2022AR01B,Valide,novote,novote,1,1,novote,novote,novote,novote,3,novote,novote,novote,novote,novote,novote,1,4,3,0,1,0,12
70112,U75-003,2022AR01B,Valide,1,3,1,1,1,2,2,3,3,3,3,3,3,2,3,1,16,5,3,8,0,0
70136,U75-002,2022AR01B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,16
70164,U75-002,2022AR01B,Nul,novote,novote,novote,novote,novote,novote,1,1,novote,novote,novote,novote,novote,2,novote,novote,3,2,1,0,0,13
70321,U75-002,2022AR01B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,16
70375,U75-002,2022AR01B,Valide,2,4,1,1,4,4,4,4,4,4,4,4,4,1,1,1,16,5,1,0,10,0
70379,U75-003,2022AR01B,Valide,4,2,3,3,2,1,3,2,2,3,1,2,3,1,2,3,16,3,6,6,1,0
70393,U75-003,2022AR01B,Valide,4,4,2,2,2,3,3,3,3,2,1,2,3,1,1,4,16,3,5,5,3,0
70418,U75-002,2022AR01B,Valide,3,2,2,1,2,2,1,1,1,1,2,2,1,2,3,3,16,6,7,3,0,0
70488,U75-002,2022AR01B,Valide,4,4,4,4,novote,1,novote,1,1,1,1,novote,1,3,3,4,13,6,0,2,5,3
70506,U75-002,2022AR01B,Valide,2,1,3,1,3,2,3,3,2,3,3,3,3,3,3,2,16,2,4,10,0,0
70534,U75-002,2022AR01B,Nul,1,novote,1,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,3,3,0,0,0,13
70551,U75-002,2022AR01B,Valide,1,2,1,2,2,1,2,novote,2,2,2,2,2,1,2,1,15,5,10,0,0,1
70569,U75-002,2022AR01B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,16
70600,U75-002,2022AR01B,Valide,novote,novote,novote,2,2,2,novote,novote,1,novote,novote,1,1,novote,novote,novote,6,3,3,0,0,10
70610,U75-002,2022AR01B,Valide,3,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,16,3,0,13,0,0
70628,U75-003,2022AR01B,Valide,1,3,1,4,1,3,4,4,3,4,4,2,4,3,2,3,16,3,2,5,6,0
70632,U75-002,2022AR01B,Nul,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,2,2,0,0,0,14
70685,U75-003,2022AR01B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,16
70719,U75-002,2022AR01B,Valide,4,4,2,novote,2,4,1,4,4,4,4,4,3,1,4,4,15,2,2,1,10,1
70755,U75-002,2022AR01B,Valide,2,3,novote,2,novote,novote,novote,novote,novote,novote,novote,novote,2,novote,novote,novote,4,0,3,1,0,12
70851,U75-002,2022AR01B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,16
70870,U75-003,2022AR01B,Valide,1,2,2,1,3,2,3,2,1,2,2,2,2,2,3,1,16,4,9,3,0,0
70923,U75-002,2022AR01B,Valide,1,3,2,1,3,4,3,4,3,3,3,1,3,4,3,3,16,3,1,9,3,0
70967,U75-002,2022AR01B,Valide,2,1,1,1,novote,novote,novote,novote,2,3,1,novote,novote,1,1,1,10,7,2,1,0,6
70979,U75-005,2022AR01B,Valide,1,1,1,1,2,3,2,2,4,3,3,2,2,3,2,2,16,4,7,4,1,0
71071,U75-002,2022AR01B,Valide,1,1,1,1,1,2,1,3,4,4,4,4,3,3,3,1,16,7,1,4,4,0
71102,U75-002,2022AR01A,Valide,1,4,1,3,3,1,1,novote,novote,novote,novote,novote,1,1,novote,novote,9,6,0,2,1,7
71163,U75-002,2022AR01B,Valide,novote,2,2,1,novote,novote,novote,novote,novote,novote,novote,2,novote,2,2,novote,6,1,5,0,0,10
71219,U75-002,2022AR01B,Valide,3,2,2,1,2,2,2,2,2,2,2,2,2,2,3,4,16,1,12,2,1,0
71237,U75-002,2022AR01B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,16
71254,U75-002,2022AR01B,Valide,2,1,3,2,2,1,3,1,1,1,1,3,1,1,2,3,16,8,4,4,0,0
71277,U75-003,2022AR01B,Valide,1,1,1,1,1,3,3,2,2,3,1,2,1,2,1,2,16,8,5,3,0,0
71305,U75-005,2022AR01B,Valide,1,2,2,1,2,3,3,3,3,3,4,2,3,2,3,1,16,3,5,7,1,0
71347,U75-003,2022AR01B,Valide,3,1,novote,1,3,2,3,2,2,2,1,2,1,1,4,4,15,5,5,3,2,1
71449,U75-002,2022AR01B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,16
71466,U75-002,2022AR01B,Valide,1,3,2,3,2,3,1,3,3,3,3,3,4,3,3,3,16,2,2,11,1,0
71494,U75-002,2022AR01B,Valide,1,2,2,1,3,4,1,4,4,4,4,4,4,2,3,novote,15,3,3,2,7,1
71599,U75-004,2022AR01B,Valide,2,1,2,2,1,3,2,1,1,2,2,3,2,1,2,2,16,5,9,2,0,0
71612,U75-003,2022AR01B,Valide,4,2,1,2,1,2,3,2,2,2,2,2,2,1,1,4,16,4,9,1,2,0
71696,U75-002,2022AR01B,Valide,novote,novote,1,novote,1,novote,novote,novote,1,novote,novote,novote,novote,1,novote,novote,4,4,0,0,0,12
71713,U75-002,2022AR01B,Valide,3,1,3,2,3,3,3,3,3,3,3,3,3,4,4,3,16,1,1,12,2,0
71792,U75-002,2022AR01B,Valide,2,2,2,2,3,2,2,2,1,2,2,3,3,2,4,4,16,1,10,3,2,0
71796,U75-003,2022AR01B,Valide,2,1,2,1,2,3,1,2,2,3,3,3,3,1,3,2,16,4,6,6,0,0
71800,U75-002,2022AR01B,Valide,novote,2,1,1,novote,novote,novote,novote,novote,novote,novote,1,2,novote,novote,novote,5,3,2,0,0,11
71809,U75-002,2022AR01B,Valide,4,3,novote,2,2,2,2,2,2,2,2,2,2,1,2,2,15,1,12,1,1,1
71846,U75-002,2022AR01B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,16
71864,U75-003,2022AR01B,Valide,3,3,1,novote,1,1,1,3,3,3,3,3,3,1,3,2,15,5,1,9,0,1
71873,U75-002,2022AR01B,Valide,1,3,3,1,2,2,1,2,2,3,3,2,3,3,2,1,16,4,6,6,0,0
71915,U75-002,2022AR01B,Valide,2,3,4,4,2,2,3,3,3,1,3,3,4,1,2,4,16,2,4,6,4,0
71943,U75-003,2022AR01B,Valide,novote,1,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,1,4,4,0,0,0,12
71952,U75-005,2022AR01B,Valide,1,1,2,1,2,2,3,3,3,3,3,2,3,2,3,1,16,4,5,7,0,0
71966,U75-004,2022AR01B,Valide,3,3,1,2,3,3,2,3,3,3,3,3,3,2,3,3,16,1,3,12,0,0
71971,U75-002,2022AR01B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,16
71980,U75-003,2022AR01B,Valide,1,novote,1,novote,novote,novote,2,novote,novote,novote,novote,1,novote,novote,novote,1,5,4,1,0,0,11
72017,U75-002,2022AR01B,Nul,novote,novote,novote,1 2,novote,novote,1 2 3,novote,2,novote,1,novote,1 2 3,1,novote,1,4,3,1,0,0,9
72041,U75-003,2022AR01B,Valide,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,16,4,12,0,0,0
72044,U75-002,2022AR01B,Valide,1,1,2,1,2,3,2,1,3,2,3,3,3,3,1,2,16,5,5,6,0,0
72059,U75-003,2022AR01B,Valide,1,2,1,1,1,novote,novote,novote,novote,novote,novote,novote,novote,1,1,1,8,7,1,0,0,8
72115,U75-002,2022AR01B,Valide,1,1,2,1,2,3,3,3,3,3,3,3,2,2,2,1,16,4,5,7,0,0
72182,U75-002,2022AR01A,Valide,3,1,1,1,2,3,2,3,3,3,3,2,3,1,1,2,16,5,4,7,0,0
72198,U75-002,2022AR01B,Valide,3,2,2,2,2,3,3,3,2,4,3,2,2,1,2,2,16,1,9,5,1,0
72199,U75-003,2022AR01B,Nul,1,2,1,1,1,2,1,2,2,2,2,2,2 3,1,3,1,15,7,7,1,0,0
72207,U75-002,2022AR01B,Valide,4,2,1,1,3,novote,2,3,3,novote,3,2,3,3,3,2,14,2,4,7,1,2
72230,U75-003,2022AR01B,Valide,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,16,2,14,0,0,0
72251,U75-004,2022AR01B,Valide,1,1,2,1,1,3,3,3,3,2,3,2,3,2,3,1,16,5,4,7,0,0
72281,U75-002,2022AR01B,Nul,4,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,novote,novote,novote,3,2,0,0,1,13
72296,U75-002,2022AR01B,Valide,1,1,2,1,2,2,1,2,2,2,2,2,1,1,2,3,16,6,9,1,0,0
72371,U75-002,2022AR01B,Valide,1,2,1,1,1,3,3,3,3,3,3,3,3,2,3,1,16,5,2,9,0,0
72408,U75-005,2022AR01B,Valide,novote,novote,novote,novote,novote,novote,2,novote,novote,novote,novote,novote,novote,2,2,2,4,0,4,0,0,12
72486,U75-002,2022AR01B,Valide,2,2,3,1,4,4,2,4,4,4,4,4,4,2,3,1,16,2,4,2,8,0
72494,U75-002,2022AR01B,Valide,1,novote,novote,2,2,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,4,2,2,0,0,12
72511,U75-002,2022AR01A,Valide,1,1,1,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,12
72526,U75-002,2022AR01B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,16
72527,U75-003,2022AR01B,Valide,2,1,2,1,4,4,4,4,4,4,4,4,4,3,3,2,16,2,3,2,9,0
72625,U75-003,2022AR01B,Valide,novote,novote,novote,1,1,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,4,4,0,0,0,12
72643,U75-003,2022AR01B,Nul,1,1,3,1 3,2,1,3,1,1,1,1,3,1,1,3,3,15,9,1,5,0,0
72659,U75-003,2022AR01B,Valide,1,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,16,1,1,13,1,0
72688,U75-003,2022AR01B,Valide,4,1,2,novote,novote,novote,1,1,novote,novote,1,2,3,3,2,2,11,4,4,2,1,5
72695,U75-002,2022AR01B,Valide,novote,novote,1,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,novote,4,4,0,0,0,12
72774,U75-003,2022AR01B,Valide,4,3,2,3,1,3,2,1,2,3,3,1,3,2,3,3,16,3,4,8,1,0
72817,U75-003,2022AR01B,Valide,1,1,3,1,4,3,1,4,2,3,4,4,2,2,3,1,16,5,3,4,4,0
72845,U75-002,2022AR01B,Valide,novote,novote,1,1,novote,novote,novote,novote,1,1,novote,1,1,novote,1,novote,7,7,0,0,0,9
72858,U75-003,2022AR01B,Valide,novote,novote,1,novote,1,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,1,4,4,0,0,0,12
72875,U75-002,2022AR01B,Valide,1,1,2,1,1,2,2,1,1,1,2,1,1,1,1,1,16,12,4,0,0,0
72895,U75-002,2022AR01B,Valide,3,1,novote,1,novote,novote,novote,novote,novote,novote,novote,1,1,novote,novote,novote,5,4,0,1,0,11
72912,U75-002,2022AR01B,Valide,3,1,2,2,3,4,1,2,1,3,4,4,2,4,2,3,16,3,5,4,4,0
72946,U75-003,2022AR01B,Valide,4,1,novote,novote,2,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,4,2,1,0,1,12
72984,U75-002,2022AR01B,Valide,novote,novote,1,1,novote,novote,novote,novote,novote,novote,novote,novote,2,novote,novote,2,4,2,2,0,0,12
72990,U75-003,2022AR01B,Valide,2,1,1,1,1,2,2,1,1,2,3,3,2,2,2,4,16,6,7,2,1,0
73004,U75-002,2022AR01B,Nul,4,4,2,novote,2 4,2,3,2,1,4,4,3,2,3,1 3,2,13,1,5,3,4,1
73025,U75-003,2022AR01B,Valide,1,1,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,4,4,0,0,0,12
73046,U75-002,2022AR01B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,16
73053,U75-002,2022AR01B,Valide,1,2,4,2,2,4,1,4,4,4,4,4,4,2,4,3,16,2,4,1,9,0
73076,U75-002,2022AR01B,Valide,novote,novote,novote,novote,1,1,1,novote,novote,novote,novote,novote,novote,novote,1,novote,4,4,0,0,0,12
73170,U75-003,2022AR01B,Valide,1,novote,1,1,1,novote,novote,novote,novote,novote,novote,2,novote,novote,novote,1,6,5,1,0,0,10
73194,U75-004,2022AR01B,Valide,2,2,3,1,3,novote,2,3,3,3,3,3,2,2,3,3,15,1,5,9,0,1
73197,U75-003,2022AR01B,Valide,1,4,1,1,1,1,1,1,1,1,1,2,1,1,2,4,16,12,2,0,2,0
73222,U75-003,2022AR01B,Valide,3,3,1,1,1,3,3,3,2,3,2,3,novote,2,3,4,15,3,3,8,1,1
73229,U75-002,2022AR01B,Valide,3,2,3,2,3,2,3,1,1,1,novote,2,1,3,3,novote,14,4,4,6,0,2
