ID,Urne,QR-Code,Categorie,1 - Humanisation de La Peniche du Coeur,2 - Apportons une touche de modernite aux lieux de loisirs du 5e,3 - Embellir et renover les ecoles du 5e,4 - Rendre sa splendeur a l eglise Saint-Severin,5 - Restaurons les oeuvres d art de nos eglises,"6 - Fontaines et piscine, plus de fraicheur dans le 5e",Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
 zzc965bncee19a965bn-845513-4e4b-845845e9-6965bnb946b599a965bn9a965bnzz                     ,numerique,75005,Valide,4,4,4,4,1,4,6,1,0,0,5,0
 6e39349a965bn6-0e6zz-4965bn9a965bn4*y560-zz3be9965bnf9a965bn6f69                     ,numerique,75005,Valide,4,3,3,3,1,4,6,1,0,3,2,0
 b3965bnc4965bn965bn1-1eb965bn-41e9a965bn*ycd1-908459a965bnf9051dd6                     ,numerique,75005,Valide,4,4,4,4,1,novote,5,1,0,0,4,1
 18458459a965bn0845d845-65zz965bn-4b6e-8454bf*y845d591845549a965bn56                     ,numerique,75005,Valide,4,4,4,4,1,4,6,1,0,0,5,0
 48459a965bn845f9zz0*yc9a965bn9a965bn-4845d0-845113-zz09a965bnf9a965bn16c49d3                     ,numerique,75005,Valide,4,4,4,4,1,4,6,1,0,0,5,0
 f965bn4bzzd0c-ee10-4cf1-9a965bnef3-d5c3cezzcc56d                     ,numerique,75005,Valide,1,1,1,novote,novote,1,4,4,0,0,0,2
 845zz435b14-1zz965bn1-4965bne3*y54c-965bn5845606845zz13zzb                     ,numerique,75005,Valide,3,4,3,2,1,2,6,1,2,2,1,0
 965bnbef9a965bn40f-5zz0d-4910-845965bn9a965bn965bn-936965bnb948459a965bn6965bn1                     ,numerique,75005,Valide,4,4,4,1,1,4,6,2,0,0,4,0
 1965bnd5ef6845-6450-4e9b-9139a965bn-d1e0095845beeb                     ,numerique,75005,Valide,4,novote,3,2,1,novote,4,1,1,1,1,2
 90965bn1ec1b-d419a965bn-4c845zz-9a965bnbfzz-fc9965bnd845fccfe5                     ,numerique,75005,Valide,3,3,novote,1,1,3,5,2,0,3,0,1
 c6fb44b1-8456e845-4e34-8459a965bnzzf-135634965bn845zz95zz                     ,numerique,75005,Valide,4,4,4,novote,novote,4,4,0,0,0,4,2
 31b965bn993e-34e0-4e1965bn*y3c845-13965bn6cd3965bn965bnbf5                     ,numerique,75005,Valide,1,1,1,1,1,1,6,6,0,0,0,0
 cfc39a965bn99a965bn965bn-353845-4459-9a965bn10845-845feb0bd965bn301zz                     ,numerique,75005,Valide,4,4,4,4,1,4,6,1,0,0,5,0
 9ee38453b6-845c845e-4845zz6*y6b9-0199a965bn39a965bn0eccd9                     ,numerique,75005,Valide,3,novote,1,novote,2,1,4,2,1,1,0,2
 84516c40965bn9-f41965bn-4565-9965bn0965bn-4de60e95eb9a965bn845                     ,numerique,75005,Valide,4,4,4,3,1,4,6,1,0,1,4,0
 d49a965bn3cb9a965bnc*y451-4e9845-9c6c-0zzd965bne1zzzzc845fd                     ,numerique,75005,Valide,2,2,1,novote,3,4,5,1,2,1,1,1
 ngi0zjezmjc4zwq0mgq4yzbkmjy0m965bnnhnzu965bnyje0y965bnrjnzy0zmy5zg== ,numerique,75005,Valide,2,novote,1,4,4,3,5,1,1,1,2,1
 d9a965bnbb3965bn09a965bn-09a965bn965bnb-4bzz4-8453d1-504cc1965bnf33965bn845                     ,numerique,75005,Valide,4,novote,novote,1,1,1,4,3,0,0,1,2
 449f1zzfzz*ybb9a965bn-44zze-9zz41-549a965bn5845316f4f6                     ,numerique,75005,Valide,2,4,2,1,1,1,6,3,2,0,1,0
 m965bnu0mjq3ot9a965bnxognjnzjmntmxntk1ymyxyzc3nzyymzizztgyy965bnm0ng== ,numerique,75005,Valide,2,4,3,1,1,3,6,2,1,2,1,0
 ed0965bn6e66-40zzf-4f6zz-9a965bnf965bn3-5ed0965bn90dd965bn845e                     ,numerique,75005,Valide,1,1,1,novote,novote,1,4,4,0,0,0,2
 c965bn9f9199-19a965bn965bnb-4045-8450845845-4055965bn65591f6                     ,numerique,75005,Valide,3,1,3,2,3,1,6,2,1,3,0,0
 95zz6cc9a965bn0-63d965bn-40d4-9bf6-f3ezzfe3d3339a965bn                     ,numerique,75005,Valide,3,2,1,2,2,1,6,2,3,1,0,0
 9a965bn9a965bn1e4fce-c5965bn0-4e845e-84559a965bnzz*ycdf6965bncc845e845b                     ,numerique,75005,Valide,4,4,4,3,4,4,6,0,0,1,5,0
 6zz4965bnc1b965bn-965bn59zz-4f34-904e-149a965bn99a965bn965bnd94db9a965bn                     ,numerique,75005,Valide,1,4,1,1,1,1,6,5,0,0,1,0
 5eeb1fe965bn-659d-49965bnb-845d845845-13zz48454fc6965bnf5                     ,numerique,75005,Valide,3,novote,novote,1,1,1,4,3,0,1,0,2
 zz9a965bnd4d9a965bn845f-5c0f-4ec6-9a965bnc09a965bn-9a965bn363dzz9965bn845e3d                     ,numerique,75005,Valide,4,4,4,4,4,1,6,1,0,0,5,0
 bbdebcb9-59845d-41d4-845c59a965bn-c4965bn50531c49a965bne                     ,numerique,75005,Valide,4,3,novote,1,2,novote,4,1,1,1,1,2
 d05e8454845b-f13c-4bd1-9330-33be9a965bn9a965bn845f6cf0                     ,numerique,75005,Valide,1,1,2,3,3,2,6,2,2,2,0,0
 39a965bnf3965bn999a965bn-zz3fe-43bzz-845664-9a965bn9a965bn9a965bn14668455d965bnd                     ,numerique,75005,Valide,4,4,3,1,1,2,6,2,1,1,2,0
 965bn9439e36-965bnfe9-4c1b*yzz34-965bn1bfd5b5965bn9a965bn4e                     ,numerique,75005,Valide,3,1,1,3,1,3,6,3,0,3,0,0
 mjflotk4ytrjnjjmmmqyy965bne0ogvjmmrizjvhzgq965bnm965bnzhymmyzdcymw== ,numerique,75005,Valide,1,1,3,3,3,1,6,3,0,3,0,0
 9a965bnc039a965bnc5d-13e965bn-4541-9a965bnc9a965bn3-649a965bn5e0fbd9df                     ,numerique,75005,Valide,2,3,2,1,1,1,6,3,2,1,0,0
 845e9a965bn8459a965bn4fzz-845845965bn9-41f9a965bn-9d63*y5c4b5b6439c                     ,numerique,75005,Valide,3,2,1,3,3,3,6,1,1,4,0,0
 9a965bn046c131-9a965bnfczz-4b44*yb5b-645fezz59a965bnzzd965bnf                     ,numerique,75005,Valide,2,1,1,novote,1,novote,4,3,1,0,0,2
 b358459a965bn99965bn-e9a965bnc1-49a965bn8454-99a965bn96-9a965bne400f56965bne39a965bn                     ,numerique,75005,Valide,1,2,1,4,novote,1,5,3,1,0,1,1
 965bndbb15czz-1b4b-4d6b*ycec-d8450d4845fb5fzz845                     ,numerique,75005,Valide,1,2,novote,novote,2,1,4,2,2,0,0,2
 zz845zz965bn9965bn9a965bn5-0039-4965bn9zz*ye1845*y909a965bn6d391e03                     ,numerique,75005,Valide,2,3,2,4,4,1,6,1,2,1,2,0
 965bn9a965bnbd965bn6f965bn-zzd49-4d39-9a965bneb1-965bn9a965bnczz3845zz966b4                     ,numerique,75005,Valide,1,1,1,novote,novote,1,4,4,0,0,0,2
 9a965bndd1c3845f-0fb845-469a965bn965bn-9a965bn84543-5cczz965bn3f3ec4845                     ,numerique,75005,Valide,4,1,4,2,1,novote,5,2,1,0,2,1
 6e59a965bnzz1df*y5cb-4965bn8453*y84549-965bn1845zz14060c6zz                     ,numerique,75005,Valide,2,novote,novote,1,1,1,4,3,1,0,0,2
 8455d9a965bnbb9a965bnc-39a965bndf-4c6c-84508454-9a965bnc93zz666c0c845                     ,numerique,75005,Valide,4,4,4,4,1,4,6,1,0,0,5,0
 1845d9zz0cf-1f61-48450845-9a965bnb0f-5965bn4d9b55984555                     ,numerique,75005,Valide,4,4,4,3,1,4,6,1,0,1,4,0
 eecd9a965bn644-15c9-49a965bn845c-9a965bn934-e169309a965bn684590d                     ,numerique,75005,Valide,2,4,3,1,1,2,6,2,2,1,1,0
 mzkxyju965bnmj9a965bn0zjiwowfloguyyjnjmz9a965bn3ywy5mwzmmddjnzu0mdy0oq== ,numerique,75005,Valide,1,1,novote,2,novote,1,4,3,1,0,0,2
 5c6cb0e5-ef39a965bn-4651-9a965bn5845845-3e30zze51569a965bn4                     ,numerique,75005,Valide,3,1,1,novote,novote,2,4,2,1,1,0,2
 zze10168451-9845zz1-436c*yzzc9a965bn-c6efe9a965bn9a965bn49zz9a965bnc                     ,numerique,75005,Valide,4,4,novote,1,1,novote,4,2,0,0,2,2
 5155365zz-d5zzzz-43e1*y05d-c4zz1965bn84559a965bn46b0                     ,numerique,75005,Valide,3,2,novote,1,1,novote,4,2,1,1,0,2
 dfzz9cezzd-0ezz9a965bn-45zz3*y391-300845965bne3484519845                     ,numerique,75005,Valide,3,4,1,1,1,3,6,3,0,2,1,0
 965bnzz965bn39a965bn845e4-3845845845-45bb-9a965bn014-fd31f6845965bnf9a965bn9a965bnzz                     ,numerique,75005,Valide,1,2,2,1,novote,1,5,3,2,0,0,1
 1zz6b965bn84563-zz3f4-4c965bn9-845e5c-9b0c845313351d                     ,numerique,75005,Valide,2,novote,2,2,novote,2,4,0,4,0,0,2
 nwi965bnyziyodeyyme0mjvinzg0mt9a965bnyzjvkzji3nzqwyzm0ywu5mjdkmq== ,numerique,75005,Valide,4,4,4,4,1,4,6,1,0,0,5,0
 efzz965bn965bnc3f-19b845-449e-998455-1ecfec9f5dbd                     ,numerique,75005,Valide,1,4,4,novote,4,novote,4,1,0,0,3,2
 95zz59a965bn3d1-9a965bnzze5-4e5zz-9a965bn944-845c965bn01d9a965bn8451zz5zz                     ,numerique,75005,Valide,1,4,1,novote,4,2,5,2,1,0,2,1
 43dc0f33-9965bne0-4ec1*yezz845-903zzzzf0cb5cc                     ,numerique,75005,Valide,2,novote,2,2,2,2,5,0,5,0,0,1
 e9a965bn199a965bn0b4-9845845d-4b96-84538455*ye515zz965bnzz3c39                     ,numerique,75005,Valide,4,4,4,4,1,4,6,1,0,0,5,0
 08451e0845zz845-9965bnce-439d-9a965bn9a965bn43-dzzf09a965bn9a965bnd845043f                     ,numerique,75005,Valide,2,3,1,2,1,2,6,2,3,1,0,0
 9a965bnzzc69a965bn965bn1d-9a965bndzz9-4b0b-8453fb-516df9109a965bn8458459a965bn                     ,numerique,75005,Valide,1,4,2,3,3,3,6,1,1,3,1,0
 9cf99503-1d9a965bnb-43ed*yb1845-00845b916059zz845                     ,numerique,75005,Valide,4,4,novote,1,1,novote,4,2,0,0,2,2
 965bn55d4965bn65-d9a965bn0f-4845d845-845de965bn-0zzb163c10zz4e                     ,numerique,75005,Valide,1,novote,2,novote,2,3,4,1,2,1,0,2
 zz6zz4c4c965bn-1d00-40965bnc-9a965bnfzze-ebc6zz5e965bnce99a965bn                     ,numerique,75005,Valide,2,2,1,4,4,2,6,1,3,0,2,0
 6e5zz8456845zz*y6965bnc-49a965bnzz845-96bb-9a965bncf35b845d965bn1bf                     ,numerique,75005,Valide,2,2,1,novote,4,2,5,1,3,0,1,1
 13e965bnc01b-6f05-4zz0b-9e965bnb-edd1bc5f63ezz                     ,numerique,75005,Valide,3,1,1,4,4,1,6,3,0,1,2,0
 151599e965bn-d49a965bnb-4b43-845b09-f0d964ddd1ee                     ,numerique,75005,Valide,1,3,2,2,1,2,6,2,3,1,0,0
 45d999845845-845dzzd-455845*y436-5b130940bef5                     ,numerique,75005,Valide,2,4,2,novote,1,novote,4,1,2,0,1,2
 d8451fbzz9a965bne-5911-4f13*yf13-49e5cd03f965bn8459a965bn                     ,numerique,75005,Valide,1,novote,novote,novote,novote,novote,1,1,0,0,0,5
 ddbfzz5bzz-d1bzz-41eb*yzzf845-036845965bnzz19965bnd4e                     ,numerique,75005,Valide,2,2,3,2,1,1,6,2,3,1,0,0
 mdbhnti1zduxndixm965bnm5ot9a965bn4yzk3mze1yjuwmdlmnzq5y965bnu1y965bnmymw== ,numerique,75005,Valide,2,2,3,4,3,1,6,1,2,2,1,0
 1151d8459c-965bn5c4-4965bn59*y845zzb-1659a965bn9965bn365416                     ,numerique,75005,Valide,3,1,2,3,3,1,6,2,1,3,0,0
 965bn9a965bn9f4d965bn9-965bnf53-4403-845zzfb-8454zzb9c50965bn84569                     ,numerique,75005,Valide,1,1,2,3,3,1,6,3,1,2,0,0
 bd4eed965bn1-de63-4909a965bn*y95d-zzb59d9a965bn49f35zz                     ,numerique,75005,Valide,4,3,1,3,2,1,6,2,1,2,1,0
 9a965bnczz1zzb4zz-d93zz-499965bn-9a965bndf6-845313409a965bn9a965bn965bnbce                     ,numerique,75005,Valide,4,4,4,2,1,4,6,1,1,0,4,0
 b59c3650-0611-4cc5-9a965bn19b-845b3d0e845b594e                     ,numerique,75005,Valide,4,2,1,novote,novote,2,4,1,2,0,1,2
 bee965bn5ce845-de15-4dd845-9a965bnc965bne-46zz460zz3845f8455                     ,numerique,75005,Valide,1,1,1,novote,novote,1,4,4,0,0,0,2
 3391b45965bn-9db845-4965bn845965bn-9a965bn1bf-f9845fdc9a965bn9a965bne9f0                     ,numerique,75005,Valide,1,1,1,novote,novote,2,4,3,1,0,0,2
 cfe3f845bd-3965bnezz-4965bn845c-9fb0-965bn3be6b3bfde3                     ,numerique,75005,Valide,2,novote,novote,1,1,2,4,2,2,0,0,2
 0845e46f59a965bn-zz4c9-4dce-9a965bnb4b-9b430bcb84504zz                     ,numerique,75005,Valide,4,4,4,4,1,4,6,1,0,0,5,0
 9a965bn9a965bn99a965bn04zzf-0d965bn6-4c4d-93e845-d99a965bneec15443c                     ,numerique,75005,Valide,4,4,4,4,1,4,6,1,0,0,5,0
 051469a965bn845c-f9a965bnzzzz-4939-9a965bn845d845-845f845fc965bnbdzz105                     ,numerique,75005,Valide,2,3,2,1,1,2,6,2,3,1,0,0
 9ed9a965bne845c9a965bn-zz965bn64-40bf*y4e3-e93ce1b4630zz                     ,numerique,75005,Valide,1,1,3,4,4,novote,5,2,0,1,2,1
 5dc13965bn6845-845965bn46-4d9a965bn0*y0c9a965bn-e845zz419a965bn965bnzz9a965bn9a965bn30                     ,numerique,75005,Valide,1,3,2,4,4,2,6,1,2,1,2,0
 dzz04965bnf34*y6zzb-4011*yedzz-9a965bn98451150be09a965bnc                     ,numerique,75005,Valide,1,4,1,4,4,3,6,2,0,1,3,0
 zzzzbe0b6zz-6c51-4eezz-9a965bn9a965bn69a965bn-4f9bbezz39a965bn6965bnd                     ,numerique,75005,Valide,3,4,1,3,2,2,6,1,2,2,1,0
 c33e6ezzb-ezzf9a965bn-459c-845c845f-3b965bnzz6d4be59a965bnzz                     ,numerique,75005,Valide,2,3,novote,1,novote,3,4,1,1,2,0,2
 njy5zju4zgvhyjnlymy5zjzkzdhmy965bneynmu0zj9a965bnxmjhjztvlzguyng== ,numerique,75005,Valide,novote,2,1,novote,3,1,4,2,1,1,0,2
 zzf0084508459a965bn-1965bn60-4d0845-9a965bn965bnzzd-zze40d1cc0zz965bn9                     ,numerique,75005,Valide,novote,2,1,2,1,2,5,2,3,0,0,1
 845965bn3b3965bnf9a965bn-845965bn49a965bn-4965bn3b-845fzz3-965bn845eb0f9a965bn149a965bn53                     ,numerique,75005,Valide,novote,novote,1,4,4,novote,3,1,0,0,2,3
 69a965bn9965bn449845-0845ef-498455-9a965bn19a965bn4-cb54ce965bn0150965bn                     ,numerique,75005,Valide,novote,1,1,novote,novote,1,3,3,0,0,0,3
 1f9845b845ec*yd4e-4dd1*y06965bn-3ee65999ff8451                     ,numerique,75005,Valide,novote,novote,1,novote,novote,1,2,2,0,0,0,4
 c55bzz09a965bn965bn-ed8454-4393-845d50*y1910d965bn4cfcc                     ,numerique,75005,Valide,novote,2,1,4,novote,2,4,1,2,0,1,2
 9391f1ed-9a965bn9cb-4965bnc5-9a965bn1bf-6f94e845cd6965bn9a965bn4                     ,numerique,75005,Valide,novote,novote,2,2,novote,2,3,0,3,0,0,3
 mge3odi3nziymzmwnd9a965bnxymfjyjbizjq0nzzlotczm965bnnizdizogmzo9a965bn== ,numerique,75005,Valide,novote,novote,1,1,1,1,4,4,0,0,0,2
 6965bn15d08459-36d5-4c99a965bn-9a965bn3e9-6c3b965bn0fzzc9a965bnd5                     ,numerique,75005,Valide,novote,novote,1,2,2,1,4,2,2,0,0,2
 de965bn9fecc-edc5-4965bnbf-930c-5zz965bn9965bn5fc965bnzzd1                     ,numerique,75005,Valide,novote,1,1,1,novote,1,4,4,0,0,0,2
 845zz84531d64-5f15-4bf965bn-9fzzzz-0e00b5845c5zz49a965bn                     ,numerique,75005,Valide,novote,1,1,novote,novote,1,3,3,0,0,0,3
 1166368451-046zz-4b41-903845-f3zzc45f4f909                     ,numerique,75005,Valide,novote,2,1,4,4,3,5,1,1,1,2,1
 zmvlztbhmwzlzdnlzdbmmzbiyzy4zme965bnotiymdcyymzhzdhkmwfknw== ,numerique,75005,Valide,novote,novote,1,novote,novote,novote,1,1,0,0,0,5
 64bbd9d6-0339-49a965bnzz4-9a965bnd9a965bnd-66f19zzbc965bnfbd                     ,numerique,75005,Valide,novote,2,1,novote,novote,2,3,1,2,0,0,3
 f9a965bn84555965bnzzzz-965bn965bn99a965bn-43e845*y3fzz*y3f1f965bn58459a965bn151                     ,numerique,75005,Valide,novote,novote,1,novote,novote,novote,1,1,0,0,0,5
 c6845ebf965bn4-545d-4439a965bn-84555c-5dc6bf4f965bnfcd                     ,numerique,75005,Valide,novote,4,4,1,1,novote,4,2,0,0,2,2
 d99a965bnzz9f13*y5zz9-498455-845965bn9a965bnf*y3fd5965bn933b59a965bn                     ,numerique,75005,Valide,novote,3,3,novote,1,1,4,2,0,2,0,2
 f9a965bnce310e-0d49a965bn-4845845965bn-8454e0-0zzfbf5d4eced                     ,numerique,75005,Valide,novote,3,1,novote,novote,1,3,2,0,1,0,3
 b3ccb8459a965bn6-106zz-45d1-845zz50-ezz59a965bn9a965bnf4fbzzzz1                     ,numerique,75005,Valide,novote,novote,3,novote,novote,novote,1,0,0,1,0,5
 9051d1ef-fezz6-4f1845-8451bb-zz9965bnd965bnfzz95d9b                     ,numerique,75005,Valide,novote,novote,2,1,2,3,4,1,2,1,0,2
 db6484559a965bn0-zzzzzz4-4cff-845ebd-e6184500e3zz3e9                     ,numerique,75005,Valide,novote,novote,1,1,1,1,4,4,0,0,0,2
 6b1zzfb8459a965bn-5zz0zz-495845-9a965bnf56-94dd01965bn5cf8451                     ,numerique,75005,Valide,novote,4,3,1,1,3,5,2,0,2,1,1
 965bn4zz84548450c-0c44-44zzf-845c30-3e965bn0193fd63965bn                     ,numerique,75005,Valide,novote,novote,1,novote,novote,1,2,2,0,0,0,4
 dfzz1ce965bnc-ezz3c-45df-845e6f-f8458450cf5e0950                     ,numerique,75005,Valide,novote,1,1,novote,4,1,4,3,0,0,1,2
 965bn1845b1fzz9-51c6-4e99-84584500*y9b3845965bn5eec845965bn                     ,numerique,75005,Valide,novote,novote,1,novote,novote,novote,1,1,0,0,0,5
 zzdzzfcb965bnf-6965bn30-40fe*yffd-34460c965bn3ee4e                     ,numerique,75005,Valide,novote,novote,1,4,novote,novote,2,1,0,0,1,4
 f9a965bnc41dcc-6cd9-46fe-84531845-933c0845509d965bnc                     ,numerique,75005,Valide,novote,novote,3,novote,novote,novote,1,0,0,1,0,5
 f63f4965bnczz-9ff1-4965bnc4-845c9d-440d965bn991f4965bne                     ,numerique,75005,Valide,novote,novote,1,novote,novote,novote,1,1,0,0,0,5
 3460c5c9a965bn-14e0-4dzzb*yfbd*y845965bn9a965bn19a965bn34965bnebd                     ,numerique,75005,Valide,novote,novote,1,novote,novote,novote,1,1,0,0,0,5
 615d4ebb-4zz5f-46c845*y965bn54-965bn1f1fzzzzd0c01                     ,numerique,75005,Valide,novote,novote,1,novote,novote,novote,1,1,0,0,0,5
 b8459a965bndffd1-150965bn-49a965bnc9-99a965bnb3-9a965bn33300449a965bn644                     ,numerique,75005,Valide,novote,novote,1,novote,novote,novote,1,1,0,0,0,5
 5ce0zz9a965bn63-19a965bn9a965bn0-469a965bnf-845965bnc9-edezz39319419                     ,numerique,75005,Valide,novote,novote,2,1,1,3,4,2,1,1,0,2
 965bn49845bc6965bn-965bnbd0-4b09-9zz845zz-845c39a965bn4de439a965bnd6                     ,numerique,75005,Valide,novote,novote,1,novote,novote,1,2,2,0,0,0,4
 84540965bn15zzb-e1b6-43d965bn*y164-4zzzz845zz3d9b845zz0                     ,numerique,75005,Valide,novote,novote,2,novote,novote,2,2,0,2,0,0,4
 9b1bbfzz9a965bn-0e3c-44f1-9zz13-84548454bf50965bn3zz9a965bn                     ,numerique,75005,Valide,novote,novote,1,novote,novote,novote,1,1,0,0,0,5
 1b965bn3zz9zze-e314-4zz6845-958453-845e454954f509                     ,numerique,75005,Valide,novote,novote,1,3,novote,novote,2,1,0,1,0,4
 845fd845965bnezzf-zz9f4-484516-9ec965bn-56965bn9e9a965bne6845411                     ,numerique,75005,Valide,novote,novote,2,1,1,2,4,2,2,0,0,2
 fzzb965bn4zzzz6*yb8451-4e9a965bn6-845f0f-3f4zz46b0zzc8459a965bn                     ,numerique,75005,Valide,novote,novote,1,1,1,1,4,4,0,0,0,2
 3de6965bnb9e-13965bn9-4e64*y84513-9a965bne30e965bnb3c9f9                     ,numerique,75005,Valide,novote,novote,1,novote,novote,novote,1,1,0,0,0,5
 9ec8453d1zz-3940-44d845-96ezz-0965bnf965bnfe50b84566                     ,numerique,75005,Valide,novote,3,2,novote,novote,2,3,0,2,1,0,3
 0eefb34c-6b63-4fzz845-845f56-zz3c60zz0cc965bnfb                     ,numerique,75005,Valide,novote,2,2,3,novote,novote,3,0,2,1,0,3
 8456zzzz1405-01965bn3-4965bne845*y66c-9965bne845b494zzcf1                     ,numerique,75005,Valide,novote,novote,1,novote,novote,novote,1,1,0,0,0,5
 845965bn9a965bn965bnzz3cd-965bndzzf-46965bn4*ydzz3*y9a965bn3d6f59a965bn95965bnf                     ,numerique,75005,Valide,novote,1,1,novote,novote,1,3,3,0,0,0,3
 yzgwzwrmymq1zmeznjlmzty0yzzlogy4m965bnu1mtk4otu1mmqzodvmoq== ,numerique,75005,Valide,novote,1,1,1,novote,novote,3,3,0,0,0,3
 zz5zz05zz15-965bnb0f-49eb-9f39-f4f965bn845b53965bn056                     ,numerique,75005,Valide,novote,novote,1,novote,novote,novote,1,1,0,0,0,5
 9a965bnzz9a965bn9845bb0-9a965bn3b9-4czz6-944f-cf4939a965bn965bn845ddzz0                     ,numerique,75005,Valide,novote,novote,2,1,1,1,4,3,1,0,0,2
 845f9c6ff3-6d99a965bn-4bf9a965bn-9a965bn365-f6f845b9a965bn845f965bn5f9                     ,numerique,75005,Valide,novote,novote,2,1,2,2,4,1,3,0,0,2
 965bn4zz53zz845zz-c6cf-484559a965bn-9ebc-53d9a965bn4c03193f                     ,numerique,75005,Valide,novote,3,3,2,1,3,5,1,1,3,0,1
 f49a965bnc051zz-91bd-45f6*y84591-6c9a965bn8459a965bnf965bn4df53                     ,numerique,75005,Valide,novote,novote,3,1,1,3,4,2,0,2,0,2
 zz6965bn3336zz-9a965bnb965bn4-4zz845c*y9dc-d4bfd19a965bn954b0                     ,numerique,75005,Valide,novote,1,2,2,novote,2,4,1,3,0,0,2
 1f909a965bn845bc-f965bnd965bn-44de-9965bnzz1*y9e09c965bn19zz56                     ,numerique,75005,Valide,novote,novote,1,1,1,1,4,4,0,0,0,2
 ezzc8459a965bn965bn1f-965bn403-4319a965bn-9edzz-e0b6311cf965bn3f                     ,numerique,75005,Valide,novote,novote,1,1,1,1,4,4,0,0,0,2
 4f9a965bn9e965bn9a965bnb-e8459a965bn4-4f4b-84599a965bn5-965bnee50zz11zz9a965bn845b                     ,numerique,75005,Valide,novote,1,1,novote,3,3,4,2,0,2,0,2
 04965bnf1965bn34-9a965bnc9zz-4609-99d5-410dbfzz359bd                     ,numerique,75005,Valide,novote,novote,3,2,1,2,4,1,2,1,0,2
 ed965bn9a965bn9a965bn9a965bnf845-e065-4dzz6-9a965bnd4f-09zzzzzzzz4d3zzf3                     ,numerique,75005,Valide,novote,1,1,1,1,novote,4,4,0,0,0,2
 b1c09965bn965bne-f0f6-4459a965bn-9zz1f-59a965bnzz5c3b0zzc59                     ,numerique,75005,Valide,novote,novote,4,1,1,4,4,2,0,0,2,2
 ef965bnff9a965bnbc-0zz16-49a965bneb-9a965bne6965bn-4c5ef9a965bn9d09a965bn965bn6                     ,numerique,75005,Valide,novote,4,3,2,1,4,5,1,1,1,2,1
 ed845b845d3d-ddec-4965bnb845-8450f9a965bn-eb3b166zz90d3                     ,numerique,75005,Valide,novote,novote,1,novote,novote,novote,1,1,0,0,0,5
 065965bn99a965bnc9-f8454c-445zz-84559a965bnb-f399a965bnc9a965bn9459a965bn6965bn                     ,numerique,75005,Valide,novote,4,1,1,3,1,5,3,0,1,1,1
 5193zzc845d-4dzz845-49a965bn1965bn-84590e-845be040b8459db9                     ,numerique,75005,Valide,novote,novote,2,2,1,3,4,1,2,1,0,2
 8450zzde0ef-4e9a965bn9a965bn-4965bn965bn4-94zzf-3de338459a965bnbzz9a965bnb4                     ,numerique,75005,Valide,novote,1,1,2,3,2,5,2,2,1,0,1
 19a965bn66c04zz-f159a965bn-4d9a965bn6-9zz41-33d3965bn1b845cf44                     ,numerique,75005,Valide,novote,2,1,novote,4,2,4,1,2,0,1,2
 ce3f694965bn-cfbc-49a965bn9845-84500e-c6cb965bndf90f45                     ,numerique,75005,Valide,novote,2,2,3,novote,3,4,0,2,2,0,2
 34b5965bnddzz-4zzzz4-4b1c*y911-845d48455zzb965bne3ec                     ,numerique,75005,Valide,novote,1,1,1,novote,1,4,4,0,0,0,2
 4ce1c550-8455bd-40c3-84539a965bn4-9d6f9czz0fce965bn                     ,numerique,75005,Valide,novote,4,4,4,1,novote,4,1,0,0,3,2
 69ff965bn0eb-dffc-4591-91c965bn-9a965bnd9a965bnb630965bn13b965bn                     ,numerique,75005,Valide,novote,1,1,1,1,1,5,5,0,0,0,1
 fc95zz4fzz-c0965bnzz-43f5-984590-965bn845f6403330zz3                     ,numerique,75005,Valide,novote,2,1,2,novote,2,4,1,3,0,0,2
 9a965bn9a965bn9czz58456-0dzzb-4cf4-845e8459-fecf39a965bn965bn0dzzzzc                     ,numerique,75005,Valide,novote,novote,2,1,1,1,4,3,1,0,0,2
 431zz50c9-zz61f-45845f-8456bc-845zz4fzzb94b9de                     ,numerique,75005,Valide,novote,novote,1,novote,novote,novote,1,1,0,0,0,5
 ndjhzwizztdmztvkodq3mdywyzm4mzhmyju3yjuyn965bnq5njg4ztnjm9a965bn== ,numerique,75005,Valide,novote,novote,1,1,1,novote,3,3,0,0,0,3
 56zz9a965bndbc845-dzz15-43cb-9a965bnb91-9a965bnb41zze355e53                     ,numerique,75005,Valide,novote,novote,1,novote,novote,novote,1,1,0,0,0,5
 1845c9a965bn66fd-d199a965bn-4001-9069a965bn-9696e3444ffzz                     ,numerique,75005,Valide,novote,novote,1,2,2,3,4,1,2,1,0,2
 n965bnfmnwezywzmmjm0njgxmgmxmdeymdmxmmuyogvjmzllogu1ytmxyw== ,numerique,75005,Valide,novote,novote,2,1,novote,novote,2,1,1,0,0,4
 efd9f5b6-de9c-4965bnzze-9bfb-fe066509559e                     ,numerique,75005,Valide,novote,novote,1,novote,novote,novote,1,1,0,0,0,5
 5965bn03f0965bn0-15zz9a965bn-46d5-9b06*yf8459a965bncc6845965bne965bn9                     ,numerique,75005,Valide,novote,4,4,novote,1,4,4,1,0,0,3,2
 d55d91c1-96zz9a965bn-465965bn-9a965bn965bn39a965bn-c0965bn3335965bnfcd1                     ,numerique,75005,Valide,novote,novote,1,1,1,1,4,4,0,0,0,2
 4965bnzz60zz01-5164-4c61-99965bn845-1c66e4e4cbee                     ,numerique,75005,Valide,novote,1,1,4,4,2,5,2,1,0,2,1
