ID,Urne,QR-Code,Categorie,1 - La modernisation du centre sportif Georges Carpentier,2 - Une activite sportive pour toutes et tous !,3 - Maison des Associations et club-house : se retrouver et recevoir !,4 - Vos projets pour faire du partage une valeur commune !,5 - Ameliorer l acces aux outils numeriques dans les ecoles !,6 - Modernisation et renovation de vos Centres Paris Anim,7 - Vegetaliser et rafraichir les cours des ecoles et colleges,8 - Vos projets pour ameliorer le cadre de vie dans nos écoles !,9 - De la place pour les animaux au Parc de Choisy : plus de biodiversite,"10 - Vos micro-quartiers : fresques, jeux, jardins et accessibilite !",Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
22885,U13-085,2022AR13A,Valide,novote,novote,novote,novote,2,1,1,1,novote,novote,4,3,1,0,0,6
22901,U13-081,2022AR13A,Valide,1,2,2,3,2,2,2,1,1,2,10,3,6,1,0,0
22918,U13-085,2022AR13A,Valide,novote,novote,novote,novote,1,1,1,1,novote,novote,4,4,0,0,0,6
22919,U13-032,2022AR13A,Valide,4,4,4,4,4,4,4,4,4,4,10,0,0,0,10,0
22958,U13-085,2022AR13A,Nul,novote,novote,novote,novote,1,novote,1,1,novote,novote,3,3,0,0,0,7
22976,U13-032,2022AR13A,Valide,novote,1,novote,novote,novote,novote,1,novote,1,1,4,4,0,0,0,6
22981,U13-032,2022AR13A,Valide,1,1,1,novote,1,1,2,novote,novote,novote,6,5,1,0,0,4
22995,U18-083,2022AR13A,Nul,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,1,1,0,0,0,9
22998,U13-085,2022AR13B,Valide,2,1,novote,novote,2,2,1,novote,novote,novote,5,2,3,0,0,5
23000,U13-032,2022AR13A,Valide,2,1,1,1,2,2,1,1,1,2,10,6,4,0,0,0
23001,U13-035,2022AR13B,Valide,3,3,3,3,2,3,2,1,2,1,10,2,3,5,0,0
23005,U13-032,2022AR13A,Valide,2,novote,1,novote,novote,1,novote,1,novote,novote,4,3,1,0,0,6
23007,U13-081,2022AR13A,Valide,1,2,2,2,1,2,2,2,2,2,10,2,8,0,0,0
23012,U13-035,2022AR13B,Nul,novote,1,1,1 2,1,novote,novote,novote,1,1 2,4,4,0,0,0,4
23019,U13-081,2022AR13A,Valide,1,1,2,2,2,2,1,1,2,1,10,5,5,0,0,0
23036,U13-085,2022AR13B,Valide,novote,2,novote,3,novote,novote,2,4,novote,1,5,1,2,1,1,5
23037,U13-019,2022AR13B,Valide,1,2,2,4,3,1,2,4,4,4,10,2,3,1,4,0
23046,U13-023,2022AR13B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
23053,U13-025,2022AR13B,Valide,2,1,novote,novote,novote,2,1,1,novote,novote,5,3,2,0,0,5
23064,U13-050,2022AR13A,Valide,2,2,2,2,1,1,2,2,2,2,10,2,8,0,0,0
23065,U13-025,2022AR13A,Valide,3,1,1,2,1,2,1,1,1,1,10,7,2,1,0,0
23076,U13-023,2022AR13B,Valide,1,2,3,2,1,1,4,1,novote,1,9,5,2,1,1,1
23081,U18-083,2022AR13A,Nul,novote,novote,novote,novote,1,novote,1,novote,novote,novote,2,2,0,0,0,8
23089,U13-023,2022AR13B,Valide,novote,2,novote,novote,novote,1,2,novote,2,novote,4,1,3,0,0,6
23099,U13-035,2022AR13A,Valide,novote,novote,novote,novote,1,novote,1,2,1,novote,4,3,1,0,0,6
23107,U13-023,2022AR13B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
23112,U13-023,2022AR13B,Nul,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,9
23130,U13-025,2022AR13B,Valide,2,novote,2,1,3,2,1,2,3,2,9,2,5,2,0,1
23134,U13-085,2022AR13A,Valide,3,3,3,3,1,3,1,1,1,2,10,4,1,5,0,0
23139,U13-085,2022AR13A,Valide,novote,novote,novote,novote,1,1,1,1,novote,novote,4,4,0,0,0,6
23145,U13-081,2022AR13A,Valide,3,3,2,3,3,3,2,3,2,3,10,0,3,7,0,0
23146,U13-023,2022AR13B,Valide,novote,4,novote,4,novote,1,novote,novote,novote,4,4,1,0,0,3,6
23152,U13-023,2022AR13B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
23158,U13-023,2022AR13B,Valide,1,2,3,2,1,1,1,1,3,3,10,5,2,3,0,0
23169,U13-025,2022AR13B,Valide,4,4,4,3,4,1,3,3,4,4,10,1,0,3,6,0
23170,U18-083,2022AR13A,Nul,1,novote,novote,novote,novote,novote,1,novote,novote,novote,2,2,0,0,0,8
23176,U13-025,2022AR13B,Valide,2,1,novote,2,1,1,2,1,3,2,9,4,4,1,0,1
23197,U13-023,2022AR13B,Valide,1,1,1,1,1,1,1,1,3,2,10,8,1,1,0,0
23207,U13-023,2022AR13B,Valide,3,3,3,3,1,1,1,1,2,2,10,4,2,4,0,0
23227,U13-032,2022AR13A,Nul,1 2,1,novote,novote,novote,novote,2,novote,novote,novote,2,1,1,0,0,7
23231,U13-023,2022AR13B,Nul,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,9
23235,U13-025,2022AR13B,Valide,3,2,3,3,3,1,1,1,4,3,10,3,1,5,1,0
23242,U13-023,2022AR13B,Valide,novote,1,1,novote,novote,1,novote,novote,novote,1,4,4,0,0,0,6
23252,U13-081,2022AR13A,Valide,2,1,2,2,1,2,2,1,3,3,10,3,5,2,0,0
23256,U13-032,2022AR13A,Valide,3,3,2,2,2,2,3,2,2,2,10,0,7,3,0,0
23265,U13-023,2022AR13B,Valide,3,1,3,3,2,1,2,2,3,3,10,2,3,5,0,0
23275,U13-023,2022AR13B,Valide,1,2,1,2,1,1,1,1,2,1,10,7,3,0,0,0
23285,U13-023,2022AR13B,Valide,novote,novote,1,novote,1,1,novote,1,novote,novote,4,4,0,0,0,6
23291,U13-085,2022AR13B,Nul,novote,novote,1 2,novote,1 2,1 2,1,novote,1 2,1 2,1,1,0,0,0,4
23298,U13-023,2022AR13B,Valide,1,1,4,1,4,1,2,3,4,4,10,4,1,1,4,0
23304,U13-023,2022AR13B,Nul,novote,novote,1,novote,novote,novote,1,novote,novote,novote,2,2,0,0,0,8
23307,U13-025,2022AR13B,Valide,2,2,novote,novote,1,1,1,novote,novote,novote,5,3,2,0,0,5
23325,U13-023,2022AR13B,Valide,2,1,2,2,2,1,2,2,1,1,10,4,6,0,0,0
23330,U13-025,2022AR13B,Valide,2,2,4,4,3,2,2,3,4,3,10,0,4,3,3,0
23352,U18-083,2022AR13A,Valide,2,2,3,3,1,2,1,1,4,2,10,3,4,2,1,0
23354,U13-023,2022AR13B,Valide,2,2,novote,novote,1,2,1,1,3,3,8,3,3,2,0,2
23376,U13-023,2022AR13B,Valide,novote,novote,3,novote,novote,1,novote,novote,2,2,4,1,2,1,0,6
23394,U13-025,2022AR13B,Valide,3,1,2,2,3,1,1,1,3,1,10,5,2,3,0,0
23395,U13-032,2022AR13A,Valide,1,1,2,1,3,1,2,2,novote,novote,8,4,3,1,0,2
23398,U13-019,2022AR13B,Valide,1,1,1,novote,novote,1,novote,novote,novote,novote,4,4,0,0,0,6
23399,U13-023,2022AR13B,Valide,4,4,4,4,4,1,4,4,4,3,10,1,0,1,8,0
23403,U13-079,2022AR13B,Valide,novote,1,novote,novote,1,1,1,novote,novote,novote,4,4,0,0,0,6
23405,U13-025,2022AR13B,Nul,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,1,1,0,0,0,9
23423,U13-025,2022AR13A,Nul,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,9
23432,U13-023,2022AR13B,Valide,1,2,4,4,2,4,2,2,4,1,10,2,4,0,4,0
23441,U13-023,2022AR13B,Valide,2,2,2,2,2,2,1,1,2,2,10,2,8,0,0,0
23485,U13-023,2022AR13B,Valide,2,2,3,3,1,1,1,1,3,1,10,5,2,3,0,0
23493,U13-050,2022AR13A,Valide,1,2,2,2,2,1,1,1,1,1,10,6,4,0,0,0
23497,U13-023,2022AR13B,Valide,2,2,3,3,2,2,1,2,3,3,10,1,5,4,0,0
23503,U13-023,2022AR13B,Valide,novote,novote,novote,novote,1,1,novote,1,novote,1,4,4,0,0,0,6
23510,U13-032,2022AR13A,Valide,1,novote,novote,novote,1,1,1,1,novote,novote,5,5,0,0,0,5
23517,U13-023,2022AR13B,Valide,novote,novote,4,4,4,1,4,3,3,3,8,1,0,3,4,2
23518,U13-021,2022AR13A,Valide,novote,2,2,2,2,novote,novote,novote,novote,novote,4,0,4,0,0,6
23526,U13-023,2022AR13B,Valide,3,novote,3,2,novote,1,2,novote,novote,2,6,1,3,2,0,4
23532,U13-023,2022AR13B,Valide,3,3,3,3,2,1,2,3,3,2,10,1,3,6,0,0
23533,U13-085,2022AR13A,Valide,3,2,2,2,1,1,1,1,3,2,10,4,4,2,0,0
23539,U13-023,2022AR13B,Valide,1,1,3,3,2,2,2,2,4,2,10,2,5,2,1,0
23554,U13-023,2022AR13B,Nul,novote,novote,1,novote,novote,novote,1,novote,novote,novote,2,2,0,0,0,8
23574,U13-023,2022AR13B,Valide,1,1,2,2,1,2,1,2,3,3,10,4,4,2,0,0
23582,U13-025,2022AR13B,Valide,novote,novote,novote,novote,novote,1,1,1,1,novote,4,4,0,0,0,6
23592,U13-023,2022AR13B,Nul,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,9
23597,U13-023,2022AR13B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
23600,U13-085,2022AR13A,Valide,3,2,1,2,2,3,2,1,1,3,10,3,4,3,0,0
23602,U13-023,2022AR13B,Valide,2,1,novote,novote,1,1,novote,novote,novote,novote,4,3,1,0,0,6
23607,U13-023,2022AR13B,Valide,2,2,novote,novote,novote,1,1,novote,novote,novote,4,2,2,0,0,6
23617,U13-025,2022AR13A,Valide,1,2,2,2,3,2,1,1,4,2,10,3,5,1,1,0
23622,U13-025,2022AR13B,Nul,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,9
23627,U13-023,2022AR13B,Nul,novote,1,novote,novote,2,1,novote,novote,novote,novote,3,2,1,0,0,7
23628,U13-079,2022AR13B,Valide,novote,novote,novote,novote,1,novote,1,1,1,novote,4,4,0,0,0,6
23632,U13-023,2022AR13B,Nul,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,9
23637,U13-023,2022AR13B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
23647,U13-025,2022AR13B,Valide,2,2,3,2,1,4,2,1,4,4,10,2,4,1,3,0
23652,U13-025,2022AR13B,Nul,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,9
23677,U13-023,2022AR13B,Valide,novote,novote,3,novote,novote,1,1,novote,3,novote,4,2,0,2,0,6
23678,U13-081,2022AR13A,Nul,1,novote,novote,novote,novote,2,novote,novote,novote,novote,2,1,1,0,0,8
23683,U13-025,2022AR13A,Nul,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,9
23686,U13-023,2022AR13B,Valide,3,2,1,1,3,2,1,2,3,1,10,4,3,3,0,0
23691,U13-023,2022AR13B,Nul,2,novote,novote,novote,novote,1,novote,novote,novote,novote,2,1,1,0,0,8
23696,U13-023,2022AR13B,Valide,2,1,2,2,1,2,1,1,4,2,10,4,5,0,1,0
23702,U13-023,2022AR13B,Nul,novote,novote,novote,novote,1,novote,1,1,novote,novote,3,3,0,0,0,7
23716,U13-023,2022AR13B,Valide,2,2,novote,3,2,1,3,3,4,3,9,1,3,4,1,1
23721,U13-023,2022AR13B,Nul,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,9
23730,U13-023,2022AR13B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
23745,U13-023,2022AR13B,Nul,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,9
23750,U13-025,2022AR13B,Valide,2,1,1,2,2,1,2,1,4,2,10,4,5,0,1,0
23757,U13-021,2022AR13B,Valide,3,3,3,1,3,1,1,1,1,1,10,6,0,4,0,0
23767,U13-023,2022AR13B,Valide,novote,novote,1,novote,novote,1,novote,1,novote,2,4,3,1,0,0,6
23773,U13-023,2022AR13B,Valide,2,1,2,2,2,1,2,1,2,2,10,3,7,0,0,0
23783,U13-023,2022AR13B,Valide,novote,1,novote,novote,novote,1,1,novote,novote,1,4,4,0,0,0,6
23788,U13-023,2022AR13B,Valide,1,novote,novote,novote,2,2,2,novote,novote,novote,4,1,3,0,0,6
23804,U13-023,2022AR13B,Nul,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,9
23810,U13-023,2022AR13B,Nul,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,9
23821,U13-051,2022AR13B,Valide,novote,novote,novote,novote,2,2,2,novote,novote,1,4,1,3,0,0,6
23832,U13-023,2022AR13B,Valide,4,1,4,1,3,1,1,3,4,4,10,4,0,2,4,0
23841,U13-023,2022AR13B,Valide,3,3,3,3,3,1,3,3,3,3,10,1,0,9,0,0
23850,U13-023,2022AR13B,Valide,1,1,1,2,2,1,2,2,2,2,10,4,6,0,0,0
23854,U13-025,2022AR13B,Nul,novote,novote,novote,novote,novote,1,2,novote,novote,novote,2,1,1,0,0,8
23856,U13-047,2022AR13A,Valide,1,2,2,3,novote,novote,novote,novote,3,2,6,1,3,2,0,4
23873,U13-023,2022AR13B,Valide,2,1,2,3,1,1,1,1,3,1,10,6,2,2,0,0
23883,U13-021,2022AR13A,Valide,2,1,1,1,1,1,1,1,1,1,10,9,1,0,0,0
23885,U13-023,2022AR13B,Valide,2,2,2,2,2,1,novote,1,1,novote,8,3,5,0,0,2
23891,U13-023,2022AR13B,Valide,3,2,3,3,3,3,2,2,3,3,10,0,3,7,0,0
23893,U13-023,2022AR13B,Nul,1,novote,novote,novote,novote,1,novote,novote,novote,novote,2,2,0,0,0,8
23899,U13-025,2022AR13B,Valide,1,2,1,3,1,1,1,2,4,3,10,5,2,2,1,0
23928,U13-023,2022AR13B,Nul,3,novote,novote,novote,novote,1,novote,novote,novote,novote,2,1,0,1,0,8
23941,U13-023,2022AR13B,Valide,novote,1,novote,novote,novote,1,1,1,novote,novote,4,4,0,0,0,6
23948,U13-023,2022AR13B,Nul,novote,novote,novote,novote,novote,2,novote,novote,novote,novote,1,0,1,0,0,9
23952,U13-023,2022AR13B,Nul,novote,novote,novote,novote,novote,3,novote,novote,novote,novote,1,0,0,1,0,9
23962,U13-023,2022AR13B,Valide,novote,1,1,novote,2,2,2,2,novote,novote,6,2,4,0,0,4
23970,U13-023,2022AR13B,Valide,3,3,3,3,2,1,2,2,4,3,10,1,3,5,1,0
23978,U13-066,2022AR13A,Nul,1,novote,1,novote,novote,novote,novote,novote,novote,novote,2,2,0,0,0,8
23979,U13-021,2022AR13B,Valide,2,1,2,2,1,2,1,2,4,2,10,3,6,0,1,0
23983,U13-023,2022AR13B,Nul,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,9
23987,U13-025,2022AR13A,Nul,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,9
23992,U13-025,2022AR13B,Valide,4,2,4,2,2,4,2,1,4,2,10,1,5,0,4,0
24002,U13-023,2022AR13B,Valide,2,novote,novote,novote,novote,1,novote,novote,2,2,4,1,3,0,0,6
24007,U13-023,2022AR13B,Nul,novote,novote,2,novote,novote,1,novote,novote,novote,2,3,1,2,0,0,7
24011,U13-023,2022AR13B,Valide,1,1,novote,novote,novote,1,novote,1,novote,novote,4,4,0,0,0,6
24022,U13-023,2022AR13B,Nul,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,9
24035,U13-051,2022AR13B,Valide,3,2,novote,3,2,3,2,2,3,1,9,1,4,4,0,1
24041,U13-023,2022AR13B,Nul,novote,novote,1,novote,novote,1,novote,novote,novote,novote,2,2,0,0,0,8
24058,U13-023,2022AR13B,Valide,novote,2,novote,novote,2,1,4,novote,novote,novote,4,1,2,0,1,6
24063,U13-025,2022AR13B,Nul,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,9
24073,U13-023,2022AR13B,Valide,1,2,3,2,2,2,2,2,3,2,10,1,7,2,0,0
24077,U13-025,2022AR13B,Valide,2,2,2,2,2,2,1,2,2,2,10,1,9,0,0,0
24092,U13-023,2022AR13B,Nul,novote,novote,novote,novote,novote,1,1,1,novote,novote,3,3,0,0,0,7
24098,U13-023,2022AR13B,Valide,2,novote,2,2,2,1,1,2,3,2,9,2,6,1,0,1
24104,U13-085,2022AR13B,Valide,1,1,2,1,1,1,1,1,1,1,10,9,1,0,0,0
24106,U13-025,2022AR13B,Valide,2,2,3,2,4,2,1,1,1,1,10,4,4,1,1,0
24128,U13-023,2022AR13B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
24132,U13-023,2022AR13B,Valide,2,2,3,3,2,1,2,2,3,3,10,1,5,4,0,0
24135,U13-035,2022AR13A,Valide,4,1,1,4,1,2,1,1,2,1,10,6,2,0,2,0
24138,U13-021,2022AR13B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
24142,U13-025,2022AR13B,Nul,novote,novote,novote,novote,novote,4,novote,novote,novote,novote,1,0,0,0,1,9
24147,U13-023,2022AR13B,Valide,novote,novote,novote,novote,2,1,2,2,novote,2,5,1,4,0,0,5
24149,U13-051,2022AR13B,Valide,4,3,3,3,1,3,2,2,4,1,10,2,2,4,2,0
24304,U13-047,2022AR13A,Valide,1,1,1,1,1,1,1,novote,1,1,9,9,0,0,0,1
24308,U13-085,2022AR13A,Valide,2,1,1,2,1,2,1,1,2,1,10,6,4,0,0,0
24319,U13-081,2022AR13A,Nul,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,9
24325,U13-035,2022AR13B,Valide,2,1,2,2,2,2,2,1,2,2,10,2,8,0,0,0
24370,U13-085,2022AR13B,Valide,1,1,2,2,1,1,2,2,2,2,10,4,6,0,0,0
24373,U13-020,2022AR13B,Valide,novote,novote,1,1,novote,1,novote,novote,novote,2,4,3,1,0,0,6
24377,U13-020,2022AR13A,Valide,2,novote,novote,1,novote,1,2,novote,4,novote,5,2,2,0,1,5
24387,U13-020,2022AR13A,Nul,1 2,1 2,2,1 2,1 2,1 2,2,2,2,2,5,0,5,0,0,0
24390,U13-020,2022AR13A,Blanc,1 2,1 2,1,novote,1 2,1 2,novote,2,novote,novote,2,1,1,0,0,4
24396,U13-020,2022AR13A,Nul,novote,novote,novote,1,novote,1,novote,novote,novote,novote,2,2,0,0,0,8
24411,U13-035,2022AR13A,Nul,novote,novote,novote,novote,1,novote,1,novote,novote,novote,2,2,0,0,0,8
24412,U13-081,2022AR13A,Valide,2,2,3,2,2,3,1,1,2,1,10,3,5,2,0,0
24415,U13-020,2022AR13B,Nul,novote,novote,novote,1,novote,1,novote,novote,novote,novote,2,2,0,0,0,8
24425,U13-020,2022AR13A,Nul,1 2,1 2,1,1,1 2,1 2,novote,novote,novote,novote,2,2,0,0,0,4
24430,U13-085,2022AR13A,Valide,1,4,4,4,4,4,1,1,1,4,10,4,0,0,6,0
24431,U13-020,2022AR13B,Nul,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,1,1,0,0,0,9
24447,U13-020,2022AR13A,Nul,1 2,1 2,novote,1,1 2,1 2,novote,2,novote,novote,2,1,1,0,0,4
24457,U13-020,2022AR13B,Valide,1,novote,novote,1,novote,1,novote,1,novote,novote,4,4,0,0,0,6
24462,U13-020,2022AR13B,Valide,3,1,3,2,3,1,1,3,4,1,10,4,1,4,1,0
24471,U13-085,2022AR13B,Valide,novote,novote,novote,novote,1,1,1,1,novote,novote,4,4,0,0,0,6
24482,U13-020,2022AR13B,Nul,novote,1,novote,1,novote,1,novote,novote,novote,novote,3,3,0,0,0,7
24521,U13-020,2022AR13B,Valide,1,novote,novote,1,novote,1,novote,1,novote,novote,4,4,0,0,0,6
24533,U13-081,2022AR13A,Valide,3,3,4,3,2,4,1,2,4,2,10,1,3,3,3,0
24538,U13-021,2022AR13A,Nul,novote,novote,novote,novote,1,novote,1,novote,1,novote,3,3,0,0,0,7
24542,U13-020,2022AR13A,Nul,novote,novote,novote,1,novote,1,novote,novote,novote,novote,2,2,0,0,0,8
24544,U13-047,2022AR13A,Valide,1,1,1,novote,1,1,1,1,1,1,9,9,0,0,0,1
24546,U13-020,2022AR13A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
24551,U13-020,2022AR13B,Nul,novote,novote,novote,1,novote,1,novote,novote,novote,novote,2,2,0,0,0,8
24553,U13-021,2022AR13B,Valide,2,2,2,3,3,3,1,1,3,2,10,2,4,4,0,0
24564,U13-021,2022AR13A,Nul,1,novote,novote,novote,novote,novote,1,novote,novote,novote,2,2,0,0,0,8
24570,U13-020,2022AR13B,Valide,novote,1,novote,1,novote,1,novote,1,novote,novote,4,4,0,0,0,6
24575,U13-020,2022AR13A,Valide,novote,novote,novote,novote,1,1,1,1,novote,novote,4,4,0,0,0,6
24580,U13-020,2022AR13B,Nul,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,1,1,0,0,0,9
24583,U13-085,2022AR13A,Valide,novote,1,novote,novote,novote,novote,1,1,novote,1,4,4,0,0,0,6
24597,U13-020,2022AR13A,Nul,1 2,1 2,1 2,1,1 2,1 2,novote,novote,novote,novote,1,1,0,0,0,4
24602,U13-020,2022AR13B,Nul,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,1,1,0,0,0,9
24605,U13-066,2022AR13A,Valide,3,3,3,2,2,3,3,3,3,3,10,0,2,8,0,0
24607,U13-020,2022AR13A,Valide,1,novote,1,1,novote,1,novote,novote,novote,novote,4,4,0,0,0,6
24609,U13-035,2022AR13B,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
24611,U13-020,2022AR13A,Nul,1 2,1 2,1,novote,1 2,1 2,novote,2,novote,novote,2,1,1,0,0,4
24628,U13-020,2022AR13A,Valide,novote,novote,novote,1,novote,1,1,novote,1,novote,4,4,0,0,0,6
24633,U13-020,2022AR13A,Valide,4,4,4,1,4,1,4,4,4,1,10,3,0,0,7,0
24638,U13-020,2022AR13B,Valide,1,1,novote,1,novote,1,1,1,1,1,8,8,0,0,0,2
24646,U13-020,2022AR13A,Blanc,1 2,1 2,novote,1 2,1 2,1 2,2,2,novote,novote,2,0,2,0,0,3
24661,U13-020,2022AR13B,Nul,novote,novote,novote,1,novote,1,novote,novote,novote,novote,2,2,0,0,0,8
24674,U13-020,2022AR13B,Valide,3,1,3,2,novote,1,1,3,4,1,9,4,1,3,1,1
24693,U13-020,2022AR13B,Nul,novote,novote,novote,1,novote,1,1,novote,novote,novote,3,3,0,0,0,7
24697,U13-020,2022AR13B,Nul,novote,novote,novote,1,novote,1,novote,novote,novote,novote,2,2,0,0,0,8
24707,U13-020,2022AR13B,Nul,novote,novote,novote,1,novote,novote,1,novote,novote,novote,2,2,0,0,0,8
24716,U13-020,2022AR13A,Valide,2,2,2,1,2,1,2,2,2,2,10,2,8,0,0,0
24726,U13-020,2022AR13B,Nul,novote,novote,novote,1,novote,1,novote,novote,novote,novote,2,2,0,0,0,8
24732,U13-020,2022AR13B,Nul,novote,novote,novote,1,novote,1,novote,novote,novote,novote,2,2,0,0,0,8
24742,U13-020,2022AR13A,Valide,1,novote,novote,novote,novote,1,novote,1,novote,1,4,4,0,0,0,6
24745,U13-081,2022AR13A,Nul,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,9
24750,U13-047,2022AR13A,Valide,1,1,2,1,1,1,1,2,3,2,10,6,3,1,0,0
24751,U13-020,2022AR13B,Nul,novote,novote,novote,1,novote,1,novote,novote,novote,novote,2,2,0,0,0,8
24759,U13-085,2022AR13A,Valide,novote,2,novote,novote,1,novote,1,1,novote,novote,4,3,1,0,0,6
24760,U13-019,2022AR13B,Valide,1,novote,1,novote,novote,1,novote,novote,novote,1,4,4,0,0,0,6
24761,U13-020,2022AR13A,Nul,1 2,1 2,1,1,1 2,1 2,novote,novote,novote,novote,2,2,0,0,0,4
24766,U13-020,2022AR13A,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
24772,U13-021,2022AR13B,Valide,novote,novote,novote,novote,1,1,1,1,1,1,6,6,0,0,0,4
24773,U13-020,2022AR13A,Valide,novote,2,novote,1,novote,1,1,novote,novote,novote,4,3,1,0,0,6
24782,U13-020,2022AR13B,Valide,1,novote,novote,1,novote,1,novote,1,novote,novote,4,4,0,0,0,6
24786,U13-020,2022AR13B,Valide,1,novote,novote,1,novote,1,1,novote,novote,novote,4,4,0,0,0,6
24796,U13-051,2022AR13B,Valide,novote,novote,novote,novote,2,novote,2,novote,2,1,4,1,3,0,0,6
24799,U13-020,2022AR13A,Valide,3,4,2,1,1,1,1,1,4,1,10,6,1,1,2,0
24804,U13-020,2022AR13A,Valide,2,2,2,1,2,1,2,2,2,2,10,2,8,0,0,0
24809,U13-020,2022AR13A,Nul,1 2,1 2,1,1,1 2,1 2,2,2,novote,novote,4,2,2,0,0,2
24819,U13-020,2022AR13A,Nul,novote,novote,novote,1,novote,1,novote,novote,novote,novote,2,2,0,0,0,8
24824,U13-020,2022AR13B,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
24829,U13-020,2022AR13A,Valide,2,2,1,1,2,1,1,2,1,2,10,5,5,0,0,0
24835,U13-081,2022AR13A,Nul,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,9
24838,U13-020,2022AR13A,Nul,novote,novote,novote,1,novote,1,novote,novote,novote,novote,2,2,0,0,0,8
24847,U13-020,2022AR13A,Nul,1 2,1 2,novote,1,1 2,1 2,2,2,novote,novote,3,1,2,0,0,3
24851,U13-020,2022AR13A,Nul,novote,novote,novote,1,novote,1,novote,novote,novote,novote,2,2,0,0,0,8
24856,U13-020,2022AR13A,Blanc,1 2,1 2,novote,1 2,1 2,1 2,2,2,novote,novote,2,0,2,0,0,3
24859,U13-035,2022AR13A,Nul,novote,novote,novote,novote,1,novote,1,novote,novote,2,3,2,1,0,0,7
24865,U13-085,2022AR13B,Blanc,novote,novote,2,novote,1 2,1 2,1 2,novote,1 2,1 2,1,0,1,0,0,4
24866,U13-020,2022AR13B,Valide,1,1,1,1,1,1,1,1,2,1,10,9,1,0,0,0
24880,U13-020,2022AR13B,Nul,novote,novote,novote,1,novote,1,novote,novote,novote,novote,2,2,0,0,0,8
24885,U13-020,2022AR13B,Valide,1,1,novote,1,novote,1,novote,novote,novote,novote,4,4,0,0,0,6
24886,U13-085,2022AR13A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
24890,U13-020,2022AR13B,Nul,1,novote,novote,1,novote,1,novote,novote,novote,novote,3,3,0,0,0,7
24896,U13-020,2022AR13B,Valide,3,3,3,3,2,2,2,2,2,2,10,0,6,4,0,0
24905,U13-020,2022AR13A,Blanc,1 2,1 2,novote,1 2,1 2,1 2,2,2,novote,novote,2,0,2,0,0,3
24917,U13-020,2022AR13B,Nul,novote,1,novote,1,novote,1,novote,novote,novote,novote,3,3,0,0,0,7
24922,U13-020,2022AR13A,Valide,novote,novote,novote,novote,1,1,1,1,novote,novote,4,4,0,0,0,6
24927,U13-020,2022AR13B,Valide,1,novote,novote,1,novote,1,novote,novote,novote,3,4,3,0,1,0,6
